target_id	length	eff_length	est_counts	tpm
gene-B4U62_00205	330	77.654	351	66.8856
gene-B4U62_00210	441	169.907	331	28.8275
gene-B4U62_00215	990	717.838	1887	38.8987
gene-B4U62_00220	828	555.838	1230	32.7451
gene-B4U62_00225	360	96.9671	477	72.7919
gene-B4U62_00230	744	471.838	53	1.66216
gene-B4U62_00235	300	66.454	8	1.78139
gene-B4U62_00240	879	606.838	155	3.77962
gene-B4U62_00245	291	63.6872	14155	3288.87
gene-B4U62_00250	1995	1722.84	910	7.81603
gene-B4U62_00255	768	495.838	61	1.82045
gene-B4U62_00260	1314	1041.84	11886	168.82
gene-B4U62_00265	561	288.862	112	5.73742
gene-B4U62_00270	879	606.838	320	7.80309
gene-B4U62_00275	873	600.838	11	0.27091
gene-B4U62_00280	261	55.8183	14989	3973.61
gene-B4U62_00285	186	37.0038	184	73.5802
gene-B4U62_00290	870	597.838	159	3.93553
gene-B4U62_00295	858	585.838	1767	44.6322
gene-B4U62_00300	378	111.814	1308	173.102
gene-B4U62_00305	294	64.4028	155443	35715.4
gene-B4U62_00310	1371	1098.84	982	13.2241
gene-B4U62_00315	954	681.838	219	4.75283
gene-B4U62_00320	615	342.852	13378	577.396
gene-B4U62_00325	567	294.852	1209	60.6752
gene-B4U62_00330	231	48.1886	367	112.697
gene-B4U62_00335	3534	3261.84	1068	4.84505
gene-B4U62_00340	537	264.889	884	49.3829
gene-B4U62_00345	1599	1326.84	70	0.780673
gene-B4U62_00350	1470	1197.84	277	3.42193
gene-B4U62_00355	261	55.8183	33	8.74835
gene-B4U62_00360	303	67.4962	38	8.33093
gene-B4U62_00365	636	363.852	355	14.4375
gene-B4U62_00370	378	111.814	1167	154.442
gene-B4U62_00375	387	119.559	11787	1458.84
rna-B4U62_00380	77	17.2857	12.5	10.7007
rna-B4U62_00385	72	18.1714	0.00929626	0.00757022
gene-B4U62_00390	2484	2211.84	149	0.996833
gene-B4U62_00395	738	465.838	80	2.54123
gene-B4U62_00400	1017	744.838	36	0.715204
gene-B4U62_00405	1419	1146.84	3405	43.9344
gene-B4U62_00410	543	270.88	455	24.8555
gene-B4U62_00415	1914	1641.84	14068	126.792
gene-B4U62_00420	777	504.838	230	6.74163
gene-B4U62_00425	876	603.838	279	6.83712
gene-B4U62_00430	894	621.838	126	2.99835
gene-B4U62_00435	927	654.838	7686	173.682
gene-B4U62_00440	1413	1140.84	386	5.00671
gene-B4U62_00445	585	312.852	828	39.1634
gene-B4U62_00450	882	609.838	346	8.39558
gene-B4U62_00455	858	585.838	167	4.21821
gene-B4U62_00460	363	99.3231	1	0.148984
gene-B4U62_00465	504	231.975	54	3.44463
gene-B4U62_00470	210	43.3933	9	3.06909
gene-B4U62_00475	1002	729.838	956	19.383
gene-B4U62_00480	1500	1227.84	885	10.6658
rna-B4U62_00485	1555	1282.84	1085.78	12.5245
rna-B4U62_00490	2933	2660.84	1541.71	8.57381
rna-B4U62_00495	116	18.4227	3.55556	2.8559
rna-B4U62_00500	76	17.3478	6.25	5.33119
rna-B4U62_00505	76	17.3478	65.5	55.8709
rna-B4U62_00510	76	17.3478	127.5	108.756
rna-B4U62_00515	83	18.1818	44.2583	36.0202
rna-B4U62_00520	75	17.9048	62.5	51.6536
rna-B4U62_00525	86	18.8533	0	0
rna-B4U62_00530	77	17.2857	37.25	31.8881
rna-B4U62_00535	77	17.2857	28.3333	24.2549
rna-B4U62_00540	76	17.3478	39.336	33.5532
rna-B4U62_00545	1555	1282.84	466.569	5.38187
rna-B4U62_00550	2933	2660.84	4741.51	26.3686
rna-B4U62_00555	116	18.4227	3.55556	2.8559
gene-B4U62_00560	465	193.413	895	68.4742
gene-B4U62_00565	558	285.862	398	20.6023
gene-B4U62_00570	1092	819.838	619	11.1725
gene-B4U62_00575	2433	2160.84	2297	15.73
gene-B4U62_00580	1377	1104.84	3901	52.2476
gene-B4U62_00585	1083	810.838	285	5.20116
gene-B4U62_00590	1101	828.838	717	12.8008
gene-B4U62_00595	699	426.838	217	7.52291
gene-B4U62_00600	477	205.189	14	1.00963
gene-B4U62_00605	1452	1179.84	3756	47.1078
gene-B4U62_00610	186	37.0038	211	84.3772
gene-B4U62_00615	653	380.852	22	0.854782
gene-B4U62_00620	1401	1128.84	189	2.47753
gene-B4U62_00625	432	161.184	16	1.46889
gene-B4U62_00630	750	477.838	66	2.04387
gene-B4U62_00635	513	240.975	9	0.552663
gene-B4U62_00640	657	384.852	986	37.9116
gene-B4U62_00645	150	26.8396	700	385.932
gene-B4U62_00650	180	35.5299	1811	754.247
gene-B4U62_00655	534	261.907	289	16.3283
gene-B4U62_00660	426	155.406	39186	3731.22
gene-B4U62_00665	699	426.838	14992	519.74
gene-B4U62_00670	501	228.982	7150	462.055
gene-B4U62_00675	372	106.776	5768	799.356
gene-B4U62_00680	606	333.852	173	7.66798
gene-B4U62_00685	3582	3309.84	14654	65.5147
gene-B4U62_00690	3600	3327.84	12968	57.6634
gene-B4U62_00695	249	52.8	3563	998.553
gene-B4U62_00700	417	146.827	1838	185.238
gene-B4U62_00705	471	199.256	1728	128.328
gene-B4U62_00710	2079	1806.84	11479	94.01
gene-B4U62_00715	1191	918.838	23161	372.999
gene-B4U62_00720	957	684.838	96	2.07431
gene-B4U62_00725	309	69.8204	1183	250.722
gene-B4U62_00730	630	357.852	1352	55.9065
gene-B4U62_00735	624	351.852	955	40.1636
gene-B4U62_00740	288	62.8681	202	47.5456
gene-B4U62_00745	834	561.838	2315	60.9718
gene-B4U62_00750	279	60.5822	224	54.7133
gene-B4U62_00755	342	83.9352	185	32.615
gene-B4U62_00760	657	384.852	596	22.9161
gene-B4U62_00765	435	164.108	137	12.3533
gene-B4U62_00770	201	40.9763	5	1.80562
gene-B4U62_00775	264	56.7515	43	11.2119
gene-B4U62_00780	369	104.268	273	38.7438
gene-B4U62_00785	312	70.6667	139	29.1064
gene-B4U62_00790	540	267.889	614	33.9158
gene-B4U62_00795	186	37.0038	60	23.9935
gene-B4U62_00800	399	130.128	336	38.2082
gene-B4U62_00805	540	267.889	358	19.775
gene-B4U62_00810	363	99.3231	245	36.501
gene-B4U62_00815	501	228.982	360	23.2643
gene-B4U62_00820	180	35.5299	32	13.3274
gene-B4U62_00825	441	169.907	496	43.1977
gene-B4U62_00830	1296	1023.84	3020	43.6481
gene-B4U62_00835	654	381.852	910	35.2643
gene-B4U62_00840	747	474.838	798	24.8683
gene-B4U62_00845	225	46.9895	154	48.4963
gene-B4U62_00850	219	45.4954	83	26.9961
gene-B4U62_00855	114	18.1825	24	19.532
gene-B4U62_00860	366	101.769	328	47.6925
gene-B4U62_00865	396	127.452	885	102.751
gene-B4U62_00870	945	672.838	2043	44.9311
gene-B4U62_00875	363	99.3231	1985	295.733
gene-B4U62_00880	846	573.838	37	0.954117
gene-B4U62_00885	831	558.838	47	1.24452
gene-B4U62_00890	798	525.838	53	1.49147
gene-B4U62_00895	744	471.838	156	4.89239
gene-B4U62_00900	438	166.997	2664	236.056
gene-B4U62_00905	393	124.783	2911	345.205
gene-B4U62_00910	768	495.838	4962	148.083
gene-B4U62_00915	444	172.827	43	3.68169
gene-B4U62_00920	714	441.838	91	3.04767
gene-B4U62_00925	1059	786.838	5020	94.4077
gene-B4U62_00930	558	285.862	407	21.0682
gene-B4U62_00935	597	324.852	71	3.23416
gene-B4U62_00940	765	492.838	164	4.92412
rna-B4U62_00945	1555	1282.84	2469.77	28.4888
rna-B4U62_00950	2933	2660.84	5520.71	30.7019
rna-B4U62_00955	116	18.4227	3.55556	2.8559
rna-B4U62_00960	75	17.9048	1.5	1.23969
rna-B4U62_00965	73	18.6667	34	26.9526
rna-B4U62_00970	75	17.9048	62.5	51.6536
rna-B4U62_00975	77	17.2857	37.25	31.8881
rna-B4U62_00980	77	17.2857	28.3333	24.2549
rna-B4U62_00985	76	17.3478	39.336	33.5532
rna-B4U62_00990	1555	1282.84	466.569	5.38187
rna-B4U62_00995	2933	2660.84	5520.71	30.7019
rna-B4U62_01000	116	18.4227	3.55556	2.8559
rna-B4U62_01005	1555	1282.84	466.569	5.38187
rna-B4U62_01010	2933	2660.84	5520.71	30.7019
rna-B4U62_01015	116	18.4227	3.55556	2.8559
gene-B4U62_01020	237	49.679	31	9.23375
gene-B4U62_01025	1437	1164.84	190	2.41367
gene-B4U62_01030	921	648.838	384	8.75758
gene-B4U62_01035	753	480.838	534	16.4336
gene-B4U62_01040	1011	738.838	1078	21.5903
gene-B4U62_01045	1005	732.838	2044	41.2726
gene-B4U62_01050	954	681.838	8387	182.018
gene-B4U62_01055	1590	1317.84	491	5.51326
gene-B4U62_01060	1245	972.838	102	1.55149
gene-B4U62_01065	1929	1656.84	40	0.357248
gene-B4U62_01070	1326	1053.84	42	0.589746
gene-B4U62_01075	1368	1095.84	46	0.621156
gene-B4U62_01080	852	579.838	18	0.459362
gene-B4U62_01085	915	642.838	114	2.62417
gene-B4U62_01090	483	211.106	21	1.472
gene-B4U62_01095	456	184.564	126	10.1021
rna-B4U62_01100	75	17.9048	337.954	279.304
rna-B4U62_01105	76	17.3478	6.25	5.33119
rna-B4U62_01110	73	18.6667	0	0
rna-B4U62_01115	85	18.8592	33.5	26.2852
rna-B4U62_01120	75	17.9048	169.765	140.304
gene-B4U62_01125	564	291.862	6456	327.322
gene-B4U62_01130	627	354.852	7546	314.672
gene-B4U62_01135	822	549.838	3663	98.5806
gene-B4U62_01140	1452	1179.84	1277	16.0161
gene-B4U62_01145	1347	1074.84	1845	25.4005
gene-B4U62_01150	1803	1530.84	16368	158.218
gene-B4U62_01155	912	639.838	186	4.30162
gene-B4U62_01160	636	363.852	13	0.528698
gene-B4U62_01165	540	267.889	109	6.02088
gene-B4U62_01170	1518	1245.84	65	0.772042
gene-B4U62_01175	2616	2343.84	29	0.183088
gene-B4U62_01180	528	255.95	10	0.578141
gene-B4U62_01185	291	63.6872	2	0.464694
gene-B4U62_01190	375	109.286	81	10.9676
gene-B4U62_01195	303	67.4962	1755	384.757
gene-B4U62_01200	1173	900.838	564	9.26449
gene-B4U62_01205	315	71.9095	8	1.64624
gene-B4U62_01210	168	31.7911	283	131.726
gene-B4U62_01215	1233	960.838	44	0.677629
gene-B4U62_01220	1491	1218.84	490	5.94894
gene-B4U62_01225	720	447.838	233	7.69882
gene-B4U62_01230	1344	1071.84	101	1.39438
gene-B4U62_01235	516	243.959	19	1.15246
gene-B4U62_01240	426	155.406	310	29.5177
gene-B4U62_01245	978	705.838	61	1.27883
gene-B4U62_01250	672	399.852	12	0.44409
gene-B4U62_01255	963	690.838	30	0.64259
gene-B4U62_01260	264	56.7515	84	21.9024
gene-B4U62_01265	771	498.838	192	5.69549
gene-B4U62_01270	858	585.838	4202	106.137
gene-B4U62_01275	1185	912.838	144	2.33431
gene-B4U62_01280	1389	1116.84	598	7.92319
gene-B4U62_01285	249	52.8	8	2.24205
gene-B4U62_01290	192	38.5486	2	0.767734
gene-B4U62_01295	804	531.838	193	5.36991
gene-B4U62_01300	1254	981.838	284	4.28024
gene-B4U62_01305	261	55.8183	3686	977.165
gene-B4U62_01310	1620	1347.84	2060	22.6162
gene-B4U62_01315	882	609.838	99	2.4022
gene-B4U62_01320	1335	1062.84	135	1.87956
gene-B4U62_01325	189	37.6172	3	1.18011
gene-B4U62_01330	249	52.8	9	2.52231
gene-B4U62_01335	918	645.838	8	0.183297
gene-B4U62_01340	1251	978.838	273	4.12706
gene-B4U62_01345	285	61.9145	84	20.0759
gene-B4U62_01350	912	639.838	604	13.9687
gene-B4U62_01355	2199	1926.84	676	5.19147
gene-B4U62_01360	921	648.838	184	4.19634
gene-B4U62_01365	828	555.838	112	2.98167
gene-B4U62_01370	1155	882.838	494	8.28009
gene-B4U62_01375	942	669.838	2893	63.9099
gene-B4U62_01380	399	130.128	689	78.3496
gene-B4U62_01385	891	618.838	653	15.6144
gene-B4U62_01390	534	261.907	560	31.6396
gene-B4U62_01395	489	217.049	385	26.2478
gene-B4U62_01400	792	519.838	1111	31.6253
gene-B4U62_01405	279	60.5822	93	22.7158
gene-B4U62_01410	1341	1068.84	600	8.3067
gene-B4U62_01415	888	615.838	642	15.4262
gene-B4U62_01420	969	696.838	3492	74.1535
gene-B4U62_01425	1245	972.838	526	8.00082
gene-B4U62_01430	1896	1623.84	65	0.592325
gene-B4U62_01435	750	477.838	189	5.85289
gene-B4U62_01440	708	435.838	63	2.13897
gene-B4U62_01445	276	60.1988	40	9.83245
gene-B4U62_01450	1071	798.838	26	0.481619
gene-B4U62_01455	1413	1140.84	807	10.4674
gene-B4U62_01460	948	675.838	274	5.99925
gene-B4U62_01465	114	18.1825	0	0
gene-B4U62_01470	1437	1164.84	15	0.190553
gene-B4U62_01475	984	711.838	1	0.0207878
gene-B4U62_01480	1233	960.838	152	2.3409
gene-B4U62_01485	945	672.838	64	1.40753
gene-B4U62_01490	189	37.6172	0	0
gene-B4U62_01495	927	654.838	5	0.112986
gene-B4U62_01500	1467	1194.84	6	0.0743073
gene-B4U62_01505	1368	1095.84	67	0.904727
gene-B4U62_01510	1368	1095.84	0	0
gene-B4U62_01515	702	429.838	89	3.0639
gene-B4U62_01520	1533	1260.84	57	0.668967
gene-B4U62_01525	921	648.838	3609	82.3076
gene-B4U62_01530	162	29.8144	1	0.496322
gene-B4U62_01535	939	666.838	19	0.421621
gene-B4U62_01540	681	408.852	33	1.19436
gene-B4U62_01545	936	663.838	17	0.378945
gene-B4U62_01550	924	651.838	57	1.29397
gene-B4U62_01555	687	414.852	206	7.3479
gene-B4U62_01560	387	119.559	462	57.1805
gene-B4U62_01565	429	158.285	11	1.02835
gene-B4U62_01570	732	459.838	64	2.05951
gene-B4U62_01575	177	34.712	2	0.85259
gene-B4U62_01580	1752	1479.84	44	0.439975
gene-B4U62_01585	213	44.1707	4	1.34003
gene-B4U62_01590	729	456.838	168	5.44172
gene-B4U62_01595	648	375.852	187	7.3623
gene-B4U62_01600	1113	840.838	265	4.66362
gene-B4U62_01605	1440	1167.84	227	2.87629
gene-B4U62_01610	567	294.852	296	14.8551
gene-B4U62_01615	1128	855.838	55	0.950956
gene-B4U62_01620	639	366.852	17	0.68572
gene-B4U62_01625	384	116.958	160	20.2433
gene-B4U62_01630	1077	804.838	1545	28.4059
gene-B4U62_01635	957	684.838	207	4.47272
gene-B4U62_01640	702	429.838	660	22.721
gene-B4U62_01645	741	468.838	18	0.568119
gene-B4U62_01650	1161	888.838	17	0.283019
gene-B4U62_01655	933	660.838	603	13.5024
gene-B4U62_01660	1065	792.838	936	17.4695
gene-B4U62_01665	1419	1146.84	106	1.36771
gene-B4U62_01670	129	21.7757	0	0
gene-B4U62_01675	1362	1089.84	129	1.75153
gene-B4U62_01680	504	231.975	141	8.99431
gene-B4U62_01685	1122	849.838	5361	93.3467
gene-B4U62_01690	777	504.838	47	1.37764
gene-B4U62_01695	1686	1413.84	233	2.43863
gene-B4U62_01700	960	687.838	18110	389.602
gene-B4U62_01705	696	423.852	214	7.47117
gene-B4U62_01710	843	570.838	353	9.15063
gene-B4U62_01715	996	723.838	148	3.02559
gene-B4U62_01720	599	326.852	235	10.6391
gene-B4U62_01725	582	309.852	467	22.3024
gene-B4U62_01730	579	306.852	582	28.0662
gene-B4U62_01735	774	501.838	1492	43.9941
gene-B4U62_01740	1614	1341.84	206	2.27173
gene-B4U62_01745	1092	819.838	296	5.3426
gene-B4U62_01750	1203	930.838	845	13.433
gene-B4U62_01755	247	52.3667	266	75.1649
gene-B4U62_01760	1173	900.838	19	0.312102
gene-B4U62_01765	303	67.4962	442	96.9018
gene-B4U62_01770	1257	984.838	1667	25.0473
gene-B4U62_01775	849	576.838	511	13.1086
gene-B4U62_01780	882	609.838	794	19.2662
gene-B4U62_01785	1152	879.838	247	4.15416
gene-B4U62_01790	1434	1161.84	1117	14.2265
gene-B4U62_01795	582	309.852	149	7.11575
gene-B4U62_01800	1980	1707.84	541	4.68748
gene-B4U62_01805	966	693.838	65	1.38626
gene-B4U62_01810	1626	1353.84	71	0.776034
gene-B4U62_01815	1539	1266.84	320	3.73782
gene-B4U62_01820	465	193.413	364	27.8487
gene-B4U62_01825	630	357.852	114	4.71401
gene-B4U62_01830	762	489.838	115	3.47404
gene-B4U62_01835	1341	1068.84	35	0.484558
gene-B4U62_01840	597	324.852	4	0.182206
gene-B4U62_01845	819	546.838	2230	60.3442
gene-B4U62_01850	594	321.852	329	15.1262
gene-B4U62_01855	186	37.0038	2	0.799784
gene-B4U62_01860	561	288.862	430	22.0276
gene-B4U62_01865	762	489.838	41	1.23857
gene-B4U62_01870	975	702.838	148	3.11599
gene-B4U62_01875	957	684.838	313	6.7631
gene-B4U62_01880	783	510.838	77	2.23047
gene-B4U62_01885	912	639.838	1511	34.9449
gene-B4U62_01890	1548	1275.84	3608	41.8466
gene-B4U62_01895	1422	1149.84	941	12.1099
gene-B4U62_01900	1236	963.838	1228	18.8531
gene-B4U62_01905	858	585.838	267	6.74408
gene-B4U62_01910	885	612.838	135	3.2597
gene-B4U62_01915	855	582.838	88	2.23421
gene-B4U62_01920	1011	738.838	34	0.680956
gene-B4U62_01925	1452	1179.84	1816	22.7763
gene-B4U62_01930	321	74.0821	875	174.777
gene-B4U62_01935	2418	2145.84	3498	24.1219
gene-B4U62_01940	2133	1860.84	17	0.135185
gene-B4U62_01945	2316	2043.84	22	0.159282
gene-B4U62_01950	1206	933.838	25	0.396148
gene-B4U62_01955	915	642.838	848	19.5202
gene-B4U62_01960	585	312.852	231	10.926
gene-B4U62_01965	186	37.0038	347	138.763
gene-B4U62_01970	1194	921.838	5371	86.2164
gene-B4U62_01975	681	408.852	604	21.8605
gene-B4U62_01980	864	591.838	239	5.97564
gene-B4U62_01985	456	184.564	1752	140.468
gene-B4U62_01990	333	78.714	236	44.3659
gene-B4U62_01995	1434	1161.84	1096	13.959
gene-B4U62_02000	399	130.128	720	81.8748
gene-B4U62_02005	444	172.827	127	10.8738
gene-B4U62_02010	1722	1449.84	907	9.25714
gene-B4U62_02015	558	285.862	61	3.15764
gene-B4U62_02020	633	360.852	61	2.50144
gene-B4U62_02025	363	99.3231	45	6.70427
gene-B4U62_02030	10764	10491.8	438.068	0.617844
gene-B4U62_02035	10752	10479.8	791.932	1.11821
gene-B4U62_02040	3828	3555.84	374	1.55639
gene-B4U62_02045	729	456.838	627	20.3093
gene-B4U62_02050	1227	954.838	591	9.15898
gene-B4U62_02055	558	285.862	833	43.1199
gene-B4U62_02060	939	666.838	74	1.6421
gene-B4U62_02065	1335	1062.84	108	1.50365
gene-B4U62_02070	675	402.852	543	19.9454
gene-B4U62_02075	648	375.852	366	14.4096
gene-B4U62_02080	744	471.838	991	31.0792
gene-B4U62_02085	705	432.838	106	3.62385
gene-B4U62_02090	807	534.838	664	18.3711
gene-B4U62_02095	873	600.838	161	3.96513
gene-B4U62_02100	615	342.852	3	0.12948
gene-B4U62_02105	1422	1149.84	15	0.193038
gene-B4U62_02110	228	47.6705	1	0.310413
gene-B4U62_02115	465	193.413	31	2.37173
gene-B4U62_02120	846	573.838	61	1.573
gene-B4U62_02125	1479	1206.84	201	2.46454
gene-B4U62_02130	1755	1482.84	44	0.439085
gene-B4U62_02135	222	46.2865	6	1.91817
gene-B4U62_02140	1635	1362.84	34	0.369168
gene-B4U62_02145	1224	951.838	5	0.0777314
gene-B4U62_02150	1122	849.838	61	1.06214
gene-B4U62_02155	681	408.852	9	0.325736
gene-B4U62_02160	1461	1188.84	7	0.0871294
gene-B4U62_02165	684	411.852	279	10.0243
gene-B4U62_02170	1422	1149.84	464	5.97132
gene-B4U62_02175	1149	876.838	694	11.712
gene-B4U62_02180	123	20.4086	238	172.565
gene-B4U62_02185	90	16.9905	41	35.7082
gene-B4U62_02190	114	18.1825	46	37.4364
gene-B4U62_02195	1365	1092.84	719	9.73559
gene-B4U62_02200	951	678.838	5072	110.561
gene-B4U62_02205	948	675.838	1307	28.6169
gene-B4U62_02210	759	486.838	808	24.5593
gene-B4U62_02215	954	681.838	4266	92.5825
gene-B4U62_02220	1419	1146.84	439	5.66437
gene-B4U62_02225	879	606.838	173	4.21854
gene-B4U62_02230	750	477.838	252	7.80385
gene-B4U62_02235	288	62.8681	117	27.5388
gene-B4U62_02240	315	71.9095	5209	1071.91
gene-B4U62_02245	1440	1167.84	50	0.633544
gene-B4U62_02250	1311	1038.84	2	0.0284886
gene-B4U62_02255	1389	1116.84	1353	17.9266
gene-B4U62_02260	864	591.838	67	1.67518
gene-B4U62_02265	786	513.838	69	1.98707
gene-B4U62_02270	615	342.852	4458	192.408
gene-B4U62_02275	1626	1353.84	5903	64.5201
gene-B4U62_02280	573	300.852	11002	541.138
gene-B4U62_02285	354	92.1603	433	69.5237
gene-B4U62_02290	1437	1164.84	17	0.21596
gene-B4U62_02295	432	161.184	4	0.367221
gene-B4U62_02300	1122	849.838	86	1.49745
gene-B4U62_02305	1065	792.838	129	2.40766
gene-B4U62_02310	564	291.862	96	4.86724
gene-B4U62_02315	609	336.852	651	28.5977
gene-B4U62_02320	393	124.783	5608	665.032
gene-B4U62_02325	165	30.9658	30	14.336
gene-B4U62_02330	750	477.838	455	14.0903
gene-B4U62_02335	774	501.838	1697	50.0389
gene-B4U62_02340	1215	942.838	273	4.28464
gene-B4U62_02345	774	501.838	623	18.3702
gene-B4U62_02350	723	450.838	137	4.49665
gene-B4U62_02355	1008	735.838	209	4.20294
gene-B4U62_02360	753	480.838	115	3.53906
gene-B4U62_02365	642	369.852	164	6.56153
gene-B4U62_02370	246	52.1817	1085	307.681
gene-B4U62_02375	288	62.8681	330	77.6735
gene-B4U62_02380	2007	1734.84	941	8.02638
gene-B4U62_02385	903	630.838	4993	117.121
gene-B4U62_02390	2085	1812.84	508	4.14662
gene-B4U62_02395	1512	1239.84	385	4.59499
gene-B4U62_02400	546	273.871	941	50.8431
gene-B4U62_02405	861	588.838	217	5.45322
gene-B4U62_02410	504	231.975	582	37.1254
gene-B4U62_02415	552	279.871	46	2.43214
gene-B4U62_02420	423	152.536	6069	588.756
gene-B4U62_02425	810	537.838	1297	35.6843
gene-B4U62_02430	291	63.6872	1685	391.505
gene-B4U62_02435	435	164.108	170	15.3289
gene-B4U62_02440	2184	1911.84	1971	15.2554
gene-B4U62_02445	1089	816.838	206	3.73182
gene-B4U62_02450	852	579.838	28	0.714563
gene-B4U62_02455	1710	1437.84	24	0.246996
gene-B4U62_02460	1263	990.838	15	0.224015
gene-B4U62_02465	2112	1839.84	36	0.289542
gene-B4U62_02470	1824	1551.84	554	5.28266
gene-B4U62_02475	450	178.721	3	0.248391
gene-B4U62_02480	1725	1452.84	1815	18.4862
gene-B4U62_02485	199	40.37	2	0.733095
gene-B4U62_02490	267	57.7891	1648	421.989
gene-B4U62_02495	1278	1005.84	1237	18.1983
gene-B4U62_02500	258	55.0467	1448	389.248
gene-B4U62_02505	453	181.607	39	3.17777
gene-B4U62_02510	819	546.838	78	2.11069
gene-B4U62_02515	372	106.776	6288	871.42
gene-B4U62_02520	342	83.9352	94	16.5719
gene-B4U62_02525	360	96.9671	85	12.9713
gene-B4U62_02530	822	549.838	1209	32.5372
gene-B4U62_02535	1053	780.838	309	5.85581
gene-B4U62_02540	1608	1335.84	35	0.387707
gene-B4U62_02545	681	408.852	21	0.76005
gene-B4U62_02550	1266	993.838	153	2.27806
gene-B4U62_02555	1053	780.838	2128	40.3274
gene-B4U62_02560	927	654.838	127	2.86985
gene-B4U62_02565	741	468.838	284	8.96365
gene-B4U62_02570	336	80.4467	26374	4851.29
gene-B4U62_02575	1146	873.838	1486	25.1639
gene-B4U62_02580	180	35.5299	871	362.755
gene-B4U62_02585	165	30.9658	888	424.346
gene-B4U62_02590	873	600.838	1266	31.1792
gene-B4U62_02595	321	74.0821	5310	1060.65
gene-B4U62_02600	1065	792.838	4494	83.876
gene-B4U62_02605	1374	1101.84	509	6.8358
gene-B4U62_02610	188	37.3553	336	133.1
gene-B4U62_02615	1536	1263.84	12631	147.889
gene-B4U62_02620	480	208.127	833	59.2252
gene-B4U62_02625	1482	1209.84	840	10.274
gene-B4U62_02630	600	327.852	809	36.514
gene-B4U62_02635	366	101.769	56	8.14261
gene-B4U62_02640	1017	744.838	229	4.54949
gene-B4U62_02645	1170	897.838	444	7.31769
gene-B4U62_02650	282	61.1259	1164	281.784
gene-B4U62_02655	351	89.9154	2011	330.954
gene-B4U62_02660	825	552.838	2406	64.4002
gene-B4U62_02665	366	101.769	1	0.145404
gene-B4U62_02670	402	132.91	5	0.556675
gene-B4U62_02675	1008	735.838	230	4.62525
gene-B4U62_02680	330	77.654	990	188.652
gene-B4U62_02685	483	211.106	507	35.5383
gene-B4U62_02690	789	516.838	2235	63.99
gene-B4U62_02695	600	327.852	1496	67.5216
gene-B4U62_02700	239	50.1959	2	0.589591
gene-B4U62_02705	294	64.4028	0	0
gene-B4U62_02710	441	169.907	134	11.6704
gene-B4U62_02715	444	172.827	212	18.1516
gene-B4U62_02720	2160	1887.84	461	3.61348
gene-B4U62_02725	453	181.607	876	71.3775
rna-B4U62_02730	75	17.9048	163	134.713
rna-B4U62_02735	91	17.0721	220.382	191.02
rna-B4U62_02740	72	18.1714	0.00929626	0.00757022
rna-B4U62_02745	75	17.9048	92.2347	76.2281
rna-B4U62_02750	76	17.3478	127.5	108.756
rna-B4U62_02755	82	18	634.742	521.812
rna-B4U62_02760	87	19.1282	181	140.021
gene-B4U62_02765	1107	834.838	241	4.27173
gene-B4U62_02770	510	237.975	69	4.2905
gene-B4U62_02775	384	116.958	83	10.5012
gene-B4U62_02780	195	39.3867	0	0
gene-B4U62_02785	261	55.8183	9	2.38591
gene-B4U62_02790	261	55.8183	63	16.7014
