#"+ESI TIC MS(all) Frag=120.0V SALJA0992.d "
#Point,X(Minutes),Y(Counts)
703,1.438,8845.86328125
704,1.440,3793.95336914063
705,1.441,3546.65112304688
706,1.443,3594.0927734375
707,1.445,2835.77709960938
708,1.446,2650.38330078125
709,1.448,2137.09838867188
710,1.450,768.627990722656
711,1.452,291869.5
712,1.456,10418.9873046875
713,1.457,9514.7265625
714,1.459,7106.6943359375
715,1.461,2101.28735351563
716,1.462,2726.42797851563
717,1.464,1129.58654785156
718,1.466,3080.2353515625
719,1.467,2916.63330078125
720,1.469,1434.89221191406
721,1.472,355231.65625
722,1.475,38891.0078125
723,1.477,53119.19921875
724,1.478,62358.8984375
725,1.480,6041.02734375
726,1.481,5079.08984375
727,1.483,2918.47119140625
728,1.485,3037.79248046875
729,1.486,2516.63256835938
730,1.488,1272.07958984375
731,1.491,1217921.625
732,1.494,25902.56640625
733,1.496,29026.806640625
734,1.497,24597.93359375
735,1.499,12727.361328125
736,1.501,10404.9736328125
737,1.502,6070.31591796875
738,1.504,6448.81201171875
739,1.506,860.750244140625
740,1.507,238.997055053711
741,1.510,1869473.75
742,1.513,682186.875
743,1.515,717476.1875
744,1.517,614313.0625
745,1.518,819.235595703125
746,1.520,900.018981933594
747,1.521,774.509765625
748,1.523,6463.3125
749,1.525,9635.9423828125
750,1.526,6741.8623046875
751,1.529,1976770.25
752,1.532,49229.94921875
753,1.534,46489.5859375
754,1.536,34233.73828125
755,1.537,32120.736328125
756,1.539,33777.453125
757,1.541,32897.34375
758,1.542,8366.861328125
759,1.544,4855.1953125
760,1.546,2548.92749023438
761,1.548,1797765.625
762,1.552,556614.75
763,1.553,540768.125
764,1.555,436803.125
765,1.557,4476.2587890625
766,1.558,4817.83935546875
767,1.560,5126.85986328125
768,1.561,6646.75439453125
769,1.563,1910.16528320313
770,1.565,374.786560058594
771,1.567,1551537.125
772,1.571,29389.9140625
773,1.572,25545.6171875
774,1.574,19071.99609375
775,1.576,15045.96484375
776,1.577,15448.1123046875
777,1.579,6749.5693359375
778,1.581,14506.7890625
779,1.582,10780.1376953125
780,1.584,7948.7783203125
781,1.587,1369663.25
782,1.590,249221.265625
783,1.592,237354.28125
784,1.593,197403.984375
785,1.595,46774.1953125
786,1.597,36547.43359375
787,1.598,25802.05859375
788,1.600,6146.05859375
789,1.601,6329.37255859375
790,1.603,3519.89306640625
791,1.606,1171500.625
792,1.609,34446.37109375
793,1.611,26288.890625
794,1.612,15477.6845703125
795,1.614,11749.234375
796,1.616,9825.1640625
797,1.617,7814.3544921875
798,1.619,2811.30444335938
799,1.621,3783.53491210938
800,1.622,1217.43212890625
801,1.625,979217.625
802,1.628,107822.7734375
803,1.630,90722.1015625
804,1.632,79880.921875
805,1.633,36643.140625
806,1.635,19805.38671875
807,1.637,10165.0634765625
808,1.638,4318.64208984375
809,1.640,4062.91674804688
810,1.641,3032.15869140625
811,1.644,724219.3125
812,1.647,21771.673828125
813,1.649,17026.671875
814,1.651,8784.1865234375
815,1.652,5020.42236328125
816,1.654,3538.67333984375
817,1.656,3474.27612304688
818,1.657,7518.91650390625
819,1.659,10175.31640625
820,1.661,8239.7353515625
821,1.663,585972.75
822,1.667,32527.8828125
823,1.668,28549.501953125
824,1.670,26808.767578125
825,1.672,17295.884765625
826,1.673,7711.21142578125
827,1.675,2268.033203125
828,1.677,3842.88452148438
829,1.678,2128.46508789063
830,1.680,575.41455078125
831,1.683,496162.78125
832,1.686,11300.1669921875
833,1.687,10162.390625
834,1.689,9636.83203125
835,1.691,9650.689453125
836,1.692,6568.9580078125
837,1.694,3916.00048828125
838,1.696,1541.94921875
839,1.697,272.654846191406
840,1.699,231.846771240234
841,1.702,431205.875
842,1.705,12020.51953125
843,1.707,9793.3701171875
844,1.708,8504.392578125
845,1.710,3685.529296875
846,1.712,1909.67993164063
847,1.713,836.148376464844
848,1.715,8781.0078125
849,1.717,9617.93359375
850,1.718,5935.685546875
851,1.721,398974.65625
852,1.724,6412.3603515625
853,1.726,5438.9736328125
854,1.727,5042.5595703125
855,1.729,5140.66748046875
856,1.731,4653.69189453125
857,1.732,2741.9462890625
858,1.734,446.532440185547
859,1.736,413.091491699219
860,1.737,379.4228515625
861,1.740,373182.03125
862,1.743,6638.9033203125
863,1.745,6777.330078125
864,1.747,4948.7412109375
865,1.748,10159.1484375
866,1.750,9486.7333984375
867,1.752,7436.830078125
868,1.753,7373.55908203125
869,1.755,7324.751953125
870,1.757,5656.5341796875
871,1.759,347465.375
872,1.762,2141.92553710938
873,1.764,520.107666015625
874,1.766,358.549530029297
875,1.767,875.764099121094
876,1.769,442.747222900391
877,1.771,427.890380859375
878,1.772,2903.71435546875
879,1.774,2785.0615234375
880,1.776,970.074768066406
881,1.778,320656.90625
882,1.782,5041.81884765625
883,1.783,5330.0419921875
884,1.785,3485.46899414063
885,1.787,8289.853515625
886,1.788,8138.814453125
887,1.790,5879.78955078125
888,1.792,6339.4443359375
889,1.793,6642.57958984375
890,1.795,3463.59643554688
891,1.798,287527.25
892,1.801,2241.45581054688
893,1.802,306.107238769531
894,1.804,594.579772949219
895,1.806,3064.89404296875
896,1.807,2608.32958984375
897,1.809,1387.12939453125
898,1.811,2619.5751953125
899,1.812,2214.88427734375
900,1.814,1381.16918945313
901,1.817,254002.125
902,1.820,3551.60278320313
903,1.822,3325.81811523438
904,1.823,4503.97314453125
905,1.825,4292.0361328125
906,1.827,4442.61669921875
907,1.828,2430.69311523438
908,1.830,3317.62866210938
909,1.832,2921.44018554688
910,1.833,569.361267089844
911,1.836,206692.296875
912,1.839,1423.98559570313
913,1.841,533.049865722656
914,1.842,339.333465576172
915,1.845,202404.8125
916,1.848,2822.85791015625
917,1.850,2761.388671875
918,1.852,3083.63842773438
919,1.853,3826.39624023438
920,1.855,2559.3994140625
921,1.857,1079.89721679688
922,1.858,2636.029296875
923,1.860,2511.40991210938
924,1.862,1916.01684570313
925,1.864,194471.125
926,1.868,1250.79699707031
927,1.869,239.817016601563
928,1.871,317.272613525391
929,1.873,2132.46948242188
930,1.874,1541.93701171875
931,1.876,1612.67431640625
932,1.879,183785.765625
933,1.882,3552.37329101563
934,1.883,2273.76318359375
935,1.885,385.259979248047
936,1.887,2870.22900390625
937,1.888,3163.49389648438
938,1.890,1855.78649902344
939,1.892,2729.7958984375
940,1.893,2445.9306640625
941,1.895,1955.81103515625
942,1.898,183541.078125
943,1.901,1429.83325195313
944,1.903,162.83332824707
945,1.904,269.71484375
946,1.906,1138.3115234375
947,1.908,1039.79711914063
948,1.909,1500.42126464844
949,1.912,182101.109375
950,1.915,2784.40966796875
951,1.917,366.714172363281
952,1.918,179.384338378906
953,1.920,3807.75952148438
954,1.922,2940.27294921875
955,1.923,806.6484375
956,1.925,2534.06469726563
957,1.927,2162.6748046875
958,1.928,2130.46826171875
959,1.931,185988.390625
960,1.933,179674.15625
961,1.934,183395.6875
962,1.938,3250.62109375
963,1.939,2788.73510742188
964,1.941,1308.32141113281
965,1.944,188930.671875
966,1.947,3084.43701171875
967,1.949,823.947937011719
968,1.950,151.852111816406
969,1.952,3406.42431640625
970,1.954,2335.83447265625
971,1.955,726.424438476563
972,1.957,1819.35083007813
973,1.959,1873.00854492188
974,1.960,1472.54504394531
975,1.963,300802.59375
976,1.966,44740.7734375
977,1.968,51163.6484375
978,1.969,54281.3671875
979,1.971,6651.74951171875
980,1.973,8631.314453125
981,1.974,8514.3583984375
982,1.976,2128.52563476563
983,1.978,1887.9140625
984,1.979,599.984436035156
985,1.982,947429.0625
986,1.985,6474.72119140625
987,1.987,208.550857543945
988,1.989,87.0629348754883
989,1.990,2954.181640625
990,1.992,2878.47387695313
991,1.994,2065.87451171875
992,1.995,13598.91015625
993,1.997,13895.1923828125
994,1.999,12229.330078125
995,2.001,1423421
996,2.004,336335.6875
997,2.006,319962.96875
998,2.008,278737.25
999,2.009,31000.037109375
1000,2.011,29089.78125
1001,2.013,26916.693359375
1002,2.014,1853.35314941406
1003,2.016,101.918479919434
1004,2.018,52.379825592041
1005,2.020,1373652.875
1006,2.024,2296.76635742188
1007,2.025,266.785888671875
1008,2.027,145.832244873047
1009,2.029,10276.064453125
1010,2.030,8956.8974609375
1011,2.032,9047.9638671875
1012,2.034,8797.98046875
1013,2.035,8362.1826171875
1014,2.037,7975.962890625
1015,2.040,1062620.5
1016,2.043,197868.171875
1017,2.044,176111.375
1018,2.046,151956.4375
1019,2.048,18004.052734375
1020,2.049,15077.974609375
1021,2.051,15355.80859375
1022,2.053,1219.53552246094
1023,2.054,374.632537841797
1024,2.056,207.759963989258
1025,2.059,760503.75
1026,2.062,5724.44873046875
1027,2.064,786.975524902344
1028,2.065,159.198394775391
1029,2.067,3507.49291992188
1030,2.069,2109.373046875
1031,2.070,464.836456298828
1032,2.072,5920.64404296875
1033,2.074,4999.2666015625
1034,2.075,6221.2666015625
1035,2.078,613459.8125
1036,2.081,78646.8125
1037,2.083,73364.859375
1038,2.084,66378.984375
1039,2.086,6951.24951171875
1040,2.088,6887.03466796875
1041,2.089,6259.43994140625
1042,2.091,1099.46960449219
1043,2.093,267.93603515625
1044,2.094,464.457458496094
1045,2.097,484697.5
1046,2.100,5672.52490234375
1047,2.102,518.030334472656
1048,2.104,426.054138183594
1049,2.105,4279.2041015625
1050,2.107,3872.54028320313
