#"+ESI TIC MS(all) Frag=120.0V SALJA0991.d "
#Point,X(Minutes),Y(Counts)
356,0.730,1045.62536621094
357,0.733,110657.3046875
358,0.736,1101.14331054688
359,0.738,316.252868652344
360,0.740,316.252868652344
361,0.741,1866.16516113281
362,0.743,1812.34399414063
363,0.745,2170.49047851563
364,0.747,107623.703125
365,0.749,108470.5390625
366,0.751,105730.875
367,0.752,105805.0859375
368,0.754,111477.65625
369,0.756,106607.203125
370,0.757,110997.7578125
371,0.761,4069.93212890625
372,0.762,3955.57934570313
373,0.764,3156.35278320313
374,0.767,104973.0234375
375,0.770,4253.16943359375
376,0.771,4101.2861328125
377,0.773,1166.40600585938
378,0.775,1549.2265625
379,0.776,1497.10217285156
380,0.778,2039.81787109375
381,0.781,112543.90625
382,0.784,1071.18872070313
383,0.786,396.449981689453
384,0.787,111.791763305664
385,0.790,101851.7265625
386,0.792,103560.9140625
387,0.793,106991.3359375
388,0.795,106524.828125
389,0.797,104895.4453125
390,0.798,105074.2578125
391,0.802,5007.30810546875
392,0.803,3299.05004882813
393,0.805,652.771484375
394,0.807,1527.15087890625
395,0.808,1721.37475585938
396,0.810,1539.44775390625
397,0.813,109999.2890625
398,0.816,820.007019042969
399,0.817,230.791641235352
400,0.819,7.44642877578735
401,0.822,115143.390625
402,0.825,4628.22998046875
403,0.827,4145.85888671875
404,0.828,3082.14672851563
405,0.831,103664.03125
406,0.833,108946.1796875
407,0.834,110010.5
408,0.836,109567.7421875
409,0.838,109830.3671875
410,0.841,5199.91650390625
411,0.843,3327.83618164063
412,0.844,653.588195800781
413,0.846,1950.13024902344
414,0.848,1496.1572265625
415,0.849,1385.29724121094
416,0.852,106607.1796875
417,0.855,655.908996582031
418,0.857,398.930877685547
419,0.859,398.930877685547
420,0.861,106085.671875
421,0.863,108445.6328125
422,0.866,4231.13427734375
423,0.868,4400.29296875
424,0.869,2742.75341796875
425,0.872,107386.984375
426,0.874,110518.078125
427,0.876,109374.7734375
428,0.877,107015.3046875
429,0.880,5049.67333984375
430,0.882,3118.23974609375
431,0.884,881.164489746094
432,0.885,1526.12048339844
433,0.887,1555.3720703125
434,0.889,1359.44116210938
435,0.891,105534.4765625
436,0.893,108087.0078125
437,0.895,102572.890625
438,0.896,111146.078125
439,0.900,824.580017089844
440,0.901,457.540588378906
441,0.903,104.178573608398
442,0.906,110620.6640625
443,0.907,107846.6953125
444,0.909,104812.6875
445,0.911,102699.7265625
446,0.912,106921.1328125
447,0.916,3995.06982421875
448,0.917,4606.3681640625
449,0.919,3923.33081054688
450,0.922,109888.5
451,0.925,4351.923828125
452,0.927,2431.07885742188
453,0.928,1363.3408203125
454,0.930,1267.5556640625
455,0.932,1758.15087890625
456,0.933,1435.08520507813
457,0.936,109144.4375
458,0.939,702.454711914063
459,0.941,553.236083984375
460,0.942,201.798858642578
461,0.945,117118.609375
462,0.947,117837.1171875
463,0.948,116069.546875
464,0.950,116865.09375
465,0.952,124003.9453125
466,0.954,124243.703125
467,0.957,5360.08447265625
468,0.958,4638.6552734375
469,0.960,1515.03393554688
470,0.962,1743.57446289063
471,0.963,1117.10021972656
472,0.965,979.342956542969
473,0.968,145668.09375
474,0.971,8190.498046875
475,0.973,10474.314453125
476,0.974,6169.16455078125
477,0.976,1465.53515625
478,0.978,537.666320800781
479,0.979,150.405578613281
480,0.982,171147.546875
481,0.985,2822.75927734375
482,0.987,1749.16882324219
483,0.989,724.868957519531
484,0.991,166491.234375
485,0.993,161212.890625
486,0.996,3892.12060546875
487,0.998,1816.416015625
488,0.999,944.618286132813
489,1.002,132961.96875
490,1.005,9734.3935546875
491,1.007,10964.7255859375
492,1.009,4096.36962890625
493,1.011,128097.5078125
494,1.015,2345.6357421875
495,1.016,876.305419921875
496,1.018,876.305419921875
497,1.020,762.39501953125
498,1.021,253.618469238281
499,1.023,63.5634384155273
500,1.026,109839.109375
501,1.027,116325.0703125
502,1.029,110978.9453125
503,1.031,106424.1796875
504,1.032,106984.828125
505,1.034,116475.8125
506,1.037,2953.18188476563
507,1.039,4421.63818359375
508,1.041,1678.14306640625
509,1.043,109828.171875
510,1.046,5619.09619140625
511,1.048,6090.9912109375
512,1.050,5463.8046875
513,1.051,803.016052246094
514,1.053,124.34642791748
515,1.055,404.745697021484
516,1.057,163950.109375
517,1.061,10378.001953125
518,1.062,12262.486328125
519,1.064,5789.841796875
520,1.066,5590.0732421875
521,1.067,5813.7744140625
522,1.069,4654.61279296875
523,1.072,261660.578125
524,1.075,4909.7548828125
525,1.077,4346.69775390625
526,1.078,1209.94860839844
527,1.081,360532
528,1.084,36449.25
529,1.086,31352.40234375
530,1.087,19394.662109375
531,1.089,4365.50244140625
532,1.091,3573.02905273438
533,1.092,2445.76708984375
534,1.094,2492.13671875
535,1.096,1542.23754882813
536,1.097,1010.79766845703
537,1.100,582197.3125
538,1.103,69527.2890625
539,1.105,67697.0625
540,1.107,32209.138671875
541,1.108,10488.87109375
542,1.110,8986.4208984375
543,1.112,6406.9609375
544,1.113,5133.92431640625
545,1.115,4600.78955078125
546,1.117,939.010925292969
547,1.119,793746.6875
548,1.122,56428.9921875
549,1.124,50491.953125
550,1.126,19209.552734375
551,1.127,29559.16796875
552,1.129,27480.2265625
553,1.131,12407.220703125
554,1.132,20896.650390625
555,1.134,25057.4140625
556,1.136,10470.14453125
557,1.138,879373.4375
558,1.142,47869.21484375
559,1.143,44748.5
560,1.145,19439.375
561,1.147,23423.06640625
562,1.148,26530.04296875
563,1.150,22677.65234375
564,1.152,9461.6552734375
565,1.153,10936.580078125
566,1.155,7829.14990234375
567,1.158,903869.625
568,1.161,43920.0703125
569,1.162,40024.453125
570,1.164,16223.978515625
571,1.166,41163.48046875
572,1.167,32868.2734375
573,1.169,11408.3671875
574,1.171,22427.56640625
575,1.172,25721.76171875
576,1.174,10263.341796875
577,1.177,952576.6875
578,1.180,60101.65234375
579,1.182,32725.634765625
580,1.183,15919.27734375
581,1.185,28334.705078125
582,1.187,25890.19921875
583,1.188,13377.529296875
584,1.190,22447.43359375
585,1.192,24001.59765625
586,1.193,19160.052734375
587,1.196,951414.9375
588,1.199,41421.73046875
589,1.201,33711.5546875
590,1.202,15116.8974609375
591,1.204,20630.38671875
592,1.206,20827.423828125
593,1.207,9419.138671875
594,1.209,15161.1669921875
595,1.211,13121.6005859375
596,1.212,4911.93603515625
597,1.215,884511.75
598,1.218,71367.7265625
599,1.220,38570.49609375
600,1.222,18329.236328125
601,1.223,21713.6171875
602,1.225,21932.267578125
603,1.227,18865.271484375
604,1.228,8854.3623046875
605,1.230,9333.2548828125
606,1.232,4361.693359375
607,1.234,770541.875
608,1.238,38226.25
609,1.239,35280.6640625
610,1.241,14000.0283203125
611,1.242,9591.9345703125
612,1.244,9359.396484375
613,1.246,4757.47705078125
614,1.247,7955.88525390625
615,1.249,5890.68115234375
616,1.251,2768.17578125
617,1.253,668873.6875
618,1.257,55023.3125
619,1.258,26595.13671875
620,1.260,13105.3076171875
621,1.262,26820.255859375
622,1.263,28624.64453125
623,1.265,25159.689453125
624,1.267,6451.5576171875
625,1.268,6610.953125
626,1.270,2961.71166992188
627,1.273,583764.1875
628,1.276,22635.939453125
629,1.278,21087.923828125
630,1.279,10261.6474609375
631,1.281,5063.7822265625
632,1.282,4959.1455078125
633,1.284,2333.42358398438
634,1.286,8235.2646484375
635,1.287,9747.939453125
636,1.289,9565.37109375
637,1.292,567552.4375
638,1.295,65106.07421875
639,1.297,39704.57421875
640,1.298,19545.859375
641,1.300,19831.1640625
642,1.302,18696.68359375
643,1.303,16345.2060546875
644,1.305,2905.79174804688
645,1.307,3044.93041992188
646,1.308,882.556945800781
647,1.311,920754.9375
648,1.314,15248.1552734375
649,1.316,15248.8330078125
650,1.318,12495.8486328125
651,1.319,5416.28759765625
652,1.321,5288.634765625
653,1.322,2022.79370117188
654,1.324,7557.376953125
655,1.326,9022.7958984375
656,1.327,7701.171875
657,1.330,1056519.875
658,1.333,205633.640625
659,1.335,93208.3203125
660,1.337,42913.53125
661,1.338,6184.2265625
662,1.340,6322.90771484375
663,1.342,5082.7958984375
664,1.343,4018.21752929688
665,1.345,2459.50903320313
666,1.347,579.838745117188
667,1.349,901454
668,1.353,39699.453125
669,1.354,40368.37890625
670,1.356,35444.5078125
671,1.358,11793.98828125
672,1.359,7342.04248046875
673,1.361,2207.63427734375
674,1.362,5093.11181640625
675,1.364,5400.6513671875
676,1.366,3284.46020507813
677,1.368,761872.5625
678,1.372,66962.578125
679,1.373,34657.31640625
680,1.375,17528.60546875
681,1.377,9753.7451171875
682,1.378,7236.09228515625
683,1.380,5950.00390625
684,1.382,265.8046875
685,1.383,160.760360717773
686,1.385,219.33122253418
687,1.388,594945.25
688,1.391,32649.12109375
689,1.393,36572.80859375
690,1.394,31647.865234375
691,1.396,8668.5068359375
692,1.398,5827.38427734375
693,1.399,1512.93798828125
694,1.401,4028.74145507813
695,1.402,3097.64965820313
696,1.404,1683.23107910156
697,1.407,467356.65625
698,1.410,38646.68359375
699,1.412,17108.619140625
700,1.413,9632.080078125
701,1.415,4561.33203125
702,1.417,4889.63720703125
703,1.418,4525.34326171875
704,1.420,4416.841796875
705,1.422,4187.13037109375
706,1.423,2771.67211914063
707,1.426,381695.9375
708,1.429,20229.634765625
709,1.431,21039.849609375
710,1.433,16145.640625
711,1.434,4547.6748046875
712,1.436,2980.29565429688
713,1.438,739.090393066406
714,1.439,3920.6982421875
715,1.441,4561.06005859375
716,1.442,3337.57421875
717,1.445,321401.71875
718,1.448,14037.3935546875
719,1.450,7785.28173828125
720,1.452,3462.142578125
721,1.453,4189.72607421875
722,1.455,2797.19116210938
723,1.457,1278.76232910156
724,1.458,3118.19262695313
725,1.460,2158.72021484375
726,1.462,984.597229003906
727,1.464,330359.90625
728,1.468,8996.3486328125
729,1.469,9569.08203125
730,1.471,8803.5205078125
731,1.473,52959.84765625
732,1.474,72922.3515625
733,1.476,84585.75
734,1.478,6407.078125
735,1.479,5504.103515625
736,1.481,4126.68603515625
737,1.484,1121246.375
738,1.487,25492.201171875
739,1.488,25326.47265625
740,1.490,22191.626953125
741,1.492,11041.6083984375
742,1.493,10590.291015625
743,1.495,5886.56640625
744,1.497,6845.43994140625
745,1.498,792.468200683594
746,1.500,596.540710449219
747,1.503,2011832.25
748,1.506,698889.5625
749,1.508,758964.1875
750,1.509,664296.9375
751,1.511,791933.8125
752,1.513,833691.4375
753,1.514,626643.875
754,1.516,927.482116699219
755,1.518,850.733520507813
756,1.519,474.620330810547
757,1.522,2208859.5
758,1.525,56215.73046875
759,1.527,55683
760,1.528,40830.81640625
761,1.530,751084.125
762,1.532,761690.3125
763,1.533,568435.9375
764,1.535,38568.75390625
765,1.537,39108.13671875
766,1.538,38192.46484375
767,1.541,2002974.5
768,1.544,594233.125
769,1.546,588513.4375
770,1.548,493081.84375
771,1.549,589756.8125
772,1.551,575378.5625
773,1.553,403317.9375
774,1.554,5397.13232421875
775,1.556,4686.7587890625
776,1.558,5599.49267578125
777,1.560,1647903.75
778,1.563,32026.3046875
779,1.565,28386.78515625
780,1.567,22754.1171875
781,1.568,20517.31640625
782,1.570,16169.4814453125
783,1.572,9744.2353515625
784,1.573,13503.9482421875
785,1.575,14865.7724609375
786,1.577,9563.244140625
787,1.579,1456634.625
788,1.583,295513.71875
789,1.584,273707.28125
790,1.586,220830.796875
791,1.588,46326
792,1.589,37184.12890625
793,1.591,27184.69921875
794,1.593,6468.9921875
795,1.594,6033.65869140625
796,1.596,3294.27392578125
797,1.599,1243875.125
798,1.602,31568.37109375
799,1.603,24413.59765625
800,1.605,13169.47265625
801,1.607,13326.802734375
802,1.608,13356.849609375
803,1.610,8129.208984375
804,1.612,4110.00537109375
805,1.613,2766.0810546875
806,1.615,884.898498535156
807,1.618,983720.5
808,1.621,117019.7890625
809,1.623,114908.25
810,1.624,96790.078125
811,1.626,29421.4765625
812,1.628,19009.40625
813,1.629,9645.0224609375
814,1.631,4097.98486328125
815,1.633,3471.84301757813
816,1.634,2012.80139160156
817,1.637,762368.625
818,1.640,16901.1015625
819,1.642,16649.376953125
820,1.643,6737.09130859375
821,1.645,5129.75048828125
822,1.647,4242.89404296875
823,1.648,3557.73901367188
824,1.650,14142.94140625
825,1.652,10843.4873046875
826,1.653,10328.4111328125
827,1.656,592139.8125
828,1.659,39688.81640625
829,1.661,35540.4921875
830,1.663,32370.453125
831,1.664,3782.99340820313
832,1.666,1990.76965332031
833,1.668,674.802612304688
834,1.669,4387.22509765625
835,1.671,5292.2939453125
836,1.673,4324.8876953125
837,1.675,478738.8125
838,1.679,11977.2744140625
839,1.680,8926.3232421875
840,1.682,8560.798828125
841,1.683,7328.09619140625
842,1.685,5837.79248046875
843,1.687,2046.18603515625
844,1.688,4528.3623046875
845,1.690,3017.06274414063
846,1.692,2386.76538085938
847,1.694,436875
848,1.698,15051.8056640625
849,1.699,12321.69140625
850,1.701,12324.6748046875
851,1.703,9933.662109375
852,1.704,11666.623046875
853,1.706,7022.94921875
854,1.708,3345.91772460938
855,1.709,2757.732421875
856,1.711,591.769775390625
857,1.714,400370.375
858,1.717,5400.14306640625
859,1.719,4570.2880859375
860,1.720,5139.0595703125
861,1.722,5281.2060546875
862,1.723,6932.54150390625
863,1.725,5323.220703125
864,1.727,765.711853027344
865,1.728,724.105102539063
866,1.730,212.52912902832
867,1.733,373710.875
868,1.736,6714.72509765625
869,1.738,7093.6533203125
870,1.739,5823.3232421875
871,1.741,8531.9326171875
872,1.743,8769.5517578125
873,1.744,6006.50830078125
874,1.746,3612.99877929688
875,1.748,4690.3134765625
876,1.749,1462.22204589844
877,1.752,340316.125
878,1.755,8874.390625
879,1.757,9120.826171875
880,1.759,6021.98876953125
881,1.760,2163.40307617188
882,1.762,476.471710205078
883,1.763,219.312347412109
884,1.765,322.716796875
885,1.767,173.81510925293
886,1.768,47.4166679382324
887,1.771,311348.40625
888,1.774,5630.30078125
889,1.776,5203.71630859375
890,1.778,4646.70068359375
891,1.779,6062.62939453125
892,1.781,4403.138671875
893,1.783,2902.28540039063
894,1.784,2308.42041015625
895,1.786,3006.35717773438
896,1.788,956.711853027344
897,1.790,277682.4375
898,1.794,2921.9228515625
899,1.795,251.898376464844
900,1.797,310.805999755859
901,1.799,6496.0576171875
902,1.800,5453.1513671875
903,1.802,3728.48999023438
904,1.803,2868.51684570313
905,1.805,2182.65478515625
906,1.807,925.942260742188
907,1.809,240190.859375
908,1.813,4295.791015625
909,1.814,4337.8642578125
910,1.816,3110.95141601563
911,1.818,4568.419921875
912,1.819,4721.36279296875
913,1.821,2914.65771484375
914,1.823,2426.234375
915,1.824,1671.68054199219
916,1.826,1349.56164550781
917,1.829,200815.828125
918,1.832,1263.49597167969
919,1.834,313.772979736328
920,1.835,227.566665649414
921,1.837,4130.38525390625
922,1.839,2938.28125
923,1.840,762.569030761719
924,1.842,2964.14599609375
925,1.843,2648.10791015625
926,1.845,1765.65869140625
927,1.848,187156.21875
928,1.851,3376.18115234375
929,1.853,3890.6015625
930,1.854,4272.44091796875
931,1.856,2290.38159179688
932,1.858,2191.59936523438
933,1.859,2671.82373046875
934,1.862,183718.546875
935,1.865,1521.46459960938
936,1.867,413.784210205078
937,1.869,413.784210205078
938,1.870,4226.53271484375
939,1.872,2686.93579101563
940,1.874,894.48388671875
941,1.875,2216.85864257813
942,1.877,1686.64685058594
943,1.879,1385.85046386719
944,1.881,184155.796875
945,1.884,3355.7939453125
946,1.886,4329.83935546875
947,1.888,2337.51538085938
948,1.889,2383.56518554688
949,1.891,3000.0439453125
950,1.893,1437.58984375
951,1.895,191085.40625
952,1.899,1014.53894042969
953,1.900,321.198913574219
954,1.902,189.298248291016
955,1.904,3211.65795898438
956,1.905,2170.08276367188
957,1.907,661.450073242188
958,1.909,2765.7705078125
959,1.910,223.94514465332
960,1.912,338.341064453125
961,1.915,188628.203125
962,1.918,2398.34643554688
963,1.919,2224.93383789063
964,1.921,2748.5029296875
965,1.923,1658.72448730469
966,1.924,3439.82177734375
967,1.926,1691.9150390625
968,1.929,193052.015625
969,1.932,3072.02758789063
970,1.934,345.402893066406
971,1.935,117.577110290527
972,1.937,3734.65600585938
973,1.939,1831.30847167969
974,1.940,763.860595703125
975,1.943,205980.296875
976,1.946,3310.98681640625
977,1.948,2853.1806640625
978,1.950,1905.52624511719
979,1.951,2341.4658203125
980,1.953,1851.99157714844
981,1.955,1322.00024414063
982,1.956,3182.47534179688
983,1.958,1985.26831054688
984,1.959,1115.837890625
985,1.962,490771.625
986,1.965,97424.6328125
987,1.967,111466.640625
988,1.969,112879.796875
989,1.970,12050.1162109375
990,1.972,13368.9697265625
991,1.974,15362.8876953125
992,1.975,6146.30126953125
993,1.977,368.116638183594
994,1.979,240.973983764648
995,1.981,1206578.625
996,1.985,13372.654296875
997,1.986,13030.611328125
998,1.988,15289.2587890625
999,1.990,3115.05810546875
1000,1.991,2687.693359375
1001,1.993,1257.86157226563
1002,1.995,604.433898925781
1003,1.996,91.6223297119141
1004,1.998,86.1701354980469
1005,2.001,1497763
1006,2.004,349790.46875
1007,2.005,328661.25
1008,2.007,280722.4375
1009,2.009,29182.306640625
1010,2.010,29913.833984375
1011,2.012,27183.478515625
1012,2.014,2563.01904296875
1013,2.015,150.917358398438
1014,2.017,41.5378570556641
1015,2.020,1304762.625
1016,2.023,1418.830078125
1017,2.025,335.591949462891
1018,2.026,55.1592674255371
1019,2.028,9808.0263671875
1020,2.030,9303.328125
1021,2.031,8067.7060546875
1022,2.033,6067.939453125
1023,2.035,6448.17822265625
1024,2.036,5771.1171875
1025,2.039,967793.625
1026,2.042,176743.890625
1027,2.044,163219.109375
1028,2.045,141850.609375
1029,2.047,13939.7783203125
1030,2.049,15916.2724609375
1031,2.050,11518.966796875
1032,2.052,1815.87536621094
1033,2.054,278.184387207031
1034,2.055,184.146621704102
1035,2.058,733654.8125
1036,2.061,1802.14562988281
1037,2.063,150.77099609375
1038,2.065,308.307983398438
1039,2.066,6177.3798828125
1040,2.068,747.768493652344
1041,2.070,472.777770996094
1042,2.071,6239.9033203125
1043,2.073,6269.31689453125
1044,2.075,4652.61572265625
1045,2.077,594985.5
1046,2.080,77457.9453125
1047,2.082,72666.7734375
1048,2.084,59626.42578125
1049,2.085,6254.97021484375
1050,2.087,6429.43505859375
1051,2.089,6650.74951171875
