#"+ESI TIC MS(all) Frag=120.0V SALJA0988.d "
#Point,X(Minutes),Y(Counts)
95,0.221,106629.1015625
96,0.223,116000.3515625
97,0.225,113143.28125
98,0.228,1170.72827148438
99,0.230,301.172210693359
100,0.231,77.2368392944336
101,0.234,117962.8203125
102,0.237,6116.0576171875
103,0.239,3023.48852539063
104,0.240,1383.68798828125
105,0.242,4731.4228515625
106,0.244,5237.2490234375
107,0.245,3436.55908203125
108,0.247,1792.2978515625
109,0.249,1684.92810058594
110,0.250,2213.39282226563
111,0.253,114090.1484375
112,0.255,117294.28125
113,0.256,112937.5
114,0.258,115526.390625
115,0.260,114799.8984375
116,0.262,117323.5625
117,0.263,110343.6875
118,0.265,118688.0078125
119,0.268,4578.10205078125
120,0.270,3834.52075195313
121,0.271,1156.09338378906
122,0.273,1490.7939453125
123,0.275,193.70768737793
124,0.276,193.70768737793
125,0.278,4740.15234375
126,0.280,5126.44189453125
127,0.281,2468.73413085938
128,0.284,117340.609375
129,0.286,113831.921875
130,0.289,1433.10717773438
131,0.291,1260.68823242188
132,0.292,1771.51147460938
133,0.295,117354.421875
134,0.297,112279.09375
135,0.298,108688.8671875
136,0.300,111156.3828125
137,0.302,117510.0078125
138,0.303,111676.171875
139,0.307,4788.97119140625
140,0.308,3661.73510742188
141,0.310,1053.80065917969
142,0.312,5130.7119140625
143,0.313,4547.1845703125
144,0.315,3354.599609375
145,0.318,114468.765625
146,0.321,462.116943359375
147,0.322,569.755065917969
148,0.324,569.755065917969
149,0.327,117227.7109375
150,0.330,1536.48852539063
151,0.332,2008.48950195313
152,0.333,1278.86218261719
153,0.336,113637.6796875
154,0.338,113886.140625
155,0.339,114278.8984375
156,0.341,117011.4375
157,0.343,115085.609375
158,0.346,4306.2431640625
159,0.348,3984.72924804688
160,0.349,1084.56628417969
161,0.351,5604.88134765625
162,0.353,4587.10693359375
163,0.354,3499.79296875
164,0.357,116301.6484375
165,0.360,1451.79064941406
166,0.362,389.720367431641
167,0.364,111.270820617676
168,0.366,114626.0859375
169,0.370,1491.55395507813
170,0.371,2397.87353515625
171,0.373,1107.16479492188
172,0.376,115208.9296875
173,0.377,116133.578125
174,0.379,120057.3671875
175,0.381,114880.2734375
176,0.382,107946.0546875
177,0.385,5420.92333984375
178,0.387,2773.60717773438
179,0.389,761.107543945313
180,0.390,4197.88671875
181,0.392,4783.65380859375
182,0.394,3505.58178710938
183,0.396,113975.265625
184,0.398,112539.25
185,0.401,1332.68872070313
186,0.403,1620.49926757813
187,0.405,1470.90417480469
188,0.407,117586.4765625
189,0.411,1088.54284667969
190,0.412,442.089294433594
191,0.414,30.202018737793
192,0.417,114401.5859375
193,0.418,113666.578125
194,0.420,116443
195,0.422,112248.4921875
196,0.425,4963.0498046875
197,0.427,2895.50927734375
198,0.428,897.716430664063
199,0.431,114032.359375
200,0.433,113183.515625
201,0.436,3969.03930664063
202,0.437,3401.23388671875
203,0.439,4034.03759765625
204,0.442,113640.6171875
205,0.445,2312.4921875
206,0.447,1521.18078613281
207,0.448,1716.45458984375
208,0.451,108980.78125
209,0.453,114647.2109375
210,0.454,124292.28125
211,0.458,824.484008789063
212,0.459,191.687118530273
213,0.461,12.5833339691162
214,0.464,115905.953125
215,0.467,5425.88330078125
216,0.469,2658.06103515625
217,0.470,1526.17163085938
218,0.473,115509.203125
219,0.476,2262.677734375
220,0.478,1937.38781738281
221,0.479,1707.54284667969
222,0.482,112570.1796875
223,0.485,3467.6494140625
224,0.487,3846.65087890625
225,0.489,4750.96728515625
226,0.491,110117.21875
227,0.493,108565.3515625
228,0.495,110223.8984375
229,0.498,4450.75927734375
230,0.500,2835.64404296875
231,0.501,1403.46630859375
232,0.504,109949.234375
233,0.507,2014.17980957031
234,0.509,1742.4658203125
235,0.511,1575.72387695313
236,0.513,111211.1484375
237,0.515,108407.8671875
238,0.517,113630.0546875
239,0.520,1262.11547851563
240,0.522,264.728393554688
241,0.523,52.408332824707
242,0.526,107832.671875
243,0.529,4154.18310546875
244,0.531,3871.908203125
245,0.532,3662.91723632813
246,0.535,108994.7421875
247,0.538,4027.94750976563
248,0.540,3231.79907226563
249,0.542,1413.46813964844
250,0.544,110225.3046875
251,0.548,1540.23095703125
252,0.549,1452.53918457031
253,0.551,680.108581542969
254,0.554,114755.7578125
255,0.555,109482.421875
256,0.557,108837.78125
257,0.560,756.065124511719
258,0.562,355.049255371094
259,0.564,105.700187683105
260,0.566,109270.7734375
261,0.568,113414.625
262,0.571,4265.48486328125
263,0.573,3274.23852539063
264,0.574,903.773498535156
265,0.576,4060.88696289063
266,0.578,3502.263671875
267,0.579,3203.80151367188
268,0.582,108307.359375
269,0.585,1692.345703125
270,0.587,1771.48913574219
271,0.589,1562.6640625
272,0.591,105179.5234375
273,0.593,112296.203125
274,0.595,106840.8828125
275,0.596,115733.671875
276,0.598,106780.96875
277,0.600,105425.484375
278,0.603,986.415710449219
279,0.605,411.753448486328
280,0.606,137.664474487305
281,0.609,113441.2265625
282,0.612,4056.24584960938
283,0.614,2854.54418945313
284,0.616,950.316589355469
285,0.617,4252.029296875
286,0.619,3550.96850585938
287,0.621,2630.9677734375
288,0.622,1467.99157714844
289,0.624,1684.17590332031
290,0.626,1357.11303710938
291,0.628,109255.53125
292,0.630,108568.1484375
293,0.632,108830.9609375
294,0.633,107229.2734375
295,0.635,115030.3046875
296,0.637,105436.140625
297,0.638,109994.734375
298,0.640,112614.859375
299,0.642,110526.8359375
300,0.645,4170.28125
301,0.647,3052.19653320313
302,0.648,1041.87060546875
303,0.650,1898.46862792969
304,0.652,2056.27490234375
305,0.653,1721.78503417969
306,0.655,1080.03979492188
307,0.656,133.717803955078
308,0.658,133.717803955078
309,0.661,112305.4453125
310,0.662,110545.25
311,0.664,107020.1484375
312,0.666,108886.96875
313,0.668,109465.578125
314,0.671,4755.5810546875
315,0.672,3241.22265625
316,0.674,3326.33569335938
317,0.677,109344.875
318,0.678,107568.265625
319,0.680,110866.6796875
320,0.683,4216.42724609375
321,0.685,3146.1640625
322,0.687,734.087158203125
323,0.688,2450.81494140625
324,0.690,1609.01123046875
325,0.692,1194.93591308594
326,0.694,109775.6171875
327,0.698,1315.85876464844
328,0.699,202.332412719727
329,0.701,15.0865383148193
330,0.704,108622.3515625
331,0.705,115131.796875
332,0.707,109015.921875
333,0.709,107645.7890625
334,0.712,2873.04321289063
335,0.714,4456.54052734375
336,0.715,2757.4794921875
337,0.718,108076.59375
338,0.720,110083.8359375
339,0.723,3752.390625
340,0.725,3588.77612304688
341,0.726,1021.82012939453
342,0.728,2086.84643554688
343,0.730,2129.11206054688
344,0.731,1441.505859375
345,0.734,105159.21875
346,0.736,105923.3984375
347,0.737,110354.203125
348,0.739,105845.7265625
349,0.741,105979.9140625
350,0.742,113584.90625
351,0.746,1077.26025390625
352,0.747,213.8193359375
353,0.749,166.561813354492
354,0.751,103246.6015625
355,0.753,113974.578125
356,0.756,4114.13037109375
357,0.758,4363.869140625
358,0.760,2958.67065429688
359,0.762,105041.0078125
360,0.766,5086.7373046875
361,0.767,3186.52392578125
362,0.769,969.447570800781
363,0.772,113770.046875
364,0.775,1543.27673339844
365,0.777,1866.02905273438
366,0.778,1486.14318847656
367,0.781,104925.6953125
368,0.783,109836.3828125
369,0.784,109870.359375
370,0.786,111172.5390625
371,0.789,515.067932128906
372,0.791,468.212249755859
373,0.793,78.0064086914063
374,0.795,105384.8984375
375,0.798,4519.29296875
376,0.800,2770.04541015625
377,0.802,1223.82971191406
378,0.804,103635.671875
379,0.806,104779.4921875
380,0.809,2057.49169921875
381,0.811,1523.75720214844
382,0.813,1524.65991210938
383,0.815,110472.6328125
384,0.817,106950.7578125
385,0.819,105410.4375
386,0.820,110754.015625
387,0.822,108752.7421875
388,0.825,4620.55224609375
389,0.827,4133.3359375
390,0.829,3614.54125976563
391,0.831,109174.3046875
392,0.835,4143.69140625
393,0.836,3245.51977539063
394,0.838,930.604919433594
395,0.840,836.357727050781
396,0.841,689.431640625
397,0.843,134.248153686523
398,0.846,111653.96875
399,0.849,1674.86901855469
400,0.850,1292.88806152344
401,0.852,1511.75598144531
402,0.855,106661
403,0.856,107771.3984375
404,0.858,106857.796875
405,0.860,108995.8046875
406,0.862,110512.3046875
407,0.863,106507.765625
408,0.866,3886.6796875
409,0.868,2783.67309570313
410,0.870,1062.06677246094
411,0.871,1308.60168457031
412,0.873,254.971267700195
413,0.875,97.6926193237305
414,0.877,110111.078125
415,0.881,1769.98803710938
416,0.882,1701.43896484375
417,0.884,1180.55444335938
418,0.887,106042.078125
419,0.888,106514.1328125
420,0.892,4493.12060546875
421,0.893,3880.82543945313
422,0.895,3627.28247070313
423,0.898,109775.34375
424,0.899,109147.03125
425,0.901,107693.203125
426,0.903,107847.6015625
427,0.906,4704.8232421875
428,0.908,3644.40112304688
429,0.909,572.673034667969
430,0.912,108591.765625
431,0.915,1778.93054199219
432,0.917,1126.78552246094
433,0.918,1524.53955078125
434,0.920,871.853820800781
435,0.922,450.215393066406
436,0.923,450.215393066406
437,0.926,109253.546875
438,0.928,111081.1640625
439,0.929,107955.4375
440,0.931,107991.5390625
441,0.933,106815.4609375
442,0.934,105378.625
443,0.938,3947.51513671875
444,0.939,4009.2705078125
445,0.941,3982.72827148438
446,0.944,108580.515625
447,0.947,3892.8349609375
448,0.949,3482.91430664063
449,0.950,1315.88208007813
450,0.952,1057.947265625
451,0.954,733.893737792969
452,0.955,733.893737792969
453,0.958,111851.0703125
454,0.961,1803.74621582031
455,0.963,1992.30944824219
456,0.964,766.254516601563
457,0.967,120428.3984375
458,0.969,118032.703125
459,0.971,115810.1328125
460,0.972,122112.296875
461,0.974,112532.2421875
462,0.977,4558.27587890625
463,0.979,4941.6669921875
464,0.980,3652.93530273438
465,0.983,118697.2890625
466,0.986,5918.79736328125
467,0.988,3111.03442382813
468,0.990,1138.85571289063
469,0.991,1475.87231445313
470,0.993,473.040252685547
471,0.995,79.1011962890625
472,0.997,117698.3984375
473,0.999,122078.5625
474,1.001,122192.921875
475,1.002,114847.640625
476,1.004,115723.5234375
477,1.006,115449.796875
478,1.009,1523.603515625
479,1.011,1122.76354980469
480,1.012,981.561218261719
481,1.014,2053.96875
482,1.016,2146.02368164063
483,1.017,1157.05334472656
484,1.020,112792.984375
485,1.023,3488.44775390625
486,1.025,1874.71313476563
487,1.027,637.801513671875
488,1.028,559.416748046875
489,1.030,208.31103515625
490,1.031,67.2112808227539
491,1.034,115164.8828125
492,1.036,121955.171875
493,1.038,117558.375
494,1.039,121545.796875
495,1.042,2413.44580078125
496,1.044,2606.87182617188
497,1.046,2426.62255859375
498,1.048,161994
499,1.052,8023.8134765625
500,1.053,4410.3359375
501,1.055,2076.52758789063
502,1.057,2612.18115234375
503,1.058,682.045349121094
504,1.060,424.834075927734
505,1.062,3053.72045898438
506,1.063,4082.51806640625
507,1.065,2607.7333984375
508,1.068,252941.15625
509,1.071,8984.296875
510,1.073,7864.60400390625
511,1.074,7065.978515625
512,1.076,6185.15966796875
513,1.077,5421.62109375
514,1.079,3248.41064453125
515,1.081,5359.47607421875
516,1.082,5952.7197265625
517,1.084,5692.005859375
518,1.087,353726.5625
519,1.090,11167.9716796875
520,1.092,11738.263671875
521,1.093,5845.43798828125
522,1.095,12452.3447265625
523,1.097,7885.5888671875
524,1.098,3868.85009765625
525,1.100,3831.150390625
526,1.102,3389.15209960938
527,1.103,3307.98608398438
528,1.106,417989.3125
529,1.109,33914.125
530,1.111,30186.869140625
531,1.113,12800.2734375
532,1.114,5874.70703125
533,1.116,6088.54541015625
534,1.117,5419.15673828125
535,1.119,3444.125
536,1.121,3470.81372070313
537,1.122,1994.95434570313
538,1.125,440240.28125
539,1.128,13746.056640625
540,1.130,13071.16015625
541,1.132,6550.8173828125
542,1.133,14571.3779296875
543,1.135,7965.7509765625
544,1.137,2890.16918945313
545,1.138,3172.82763671875
546,1.140,3962.41967773438
547,1.142,2808.22729492188
548,1.144,458662.21875
549,1.148,20031.556640625
550,1.149,19265.79296875
551,1.151,6966.552734375
552,1.153,6691.0810546875
553,1.154,8081.55810546875
554,1.156,4143.45556640625
555,1.157,5221.96630859375
556,1.159,4583.80859375
557,1.161,3635.1435546875
558,1.163,514545.125
559,1.167,11492.9423828125
560,1.168,16229.5703125
561,1.170,13756.654296875
562,1.172,10045.634765625
563,1.173,5857.30712890625
564,1.175,2035.75378417969
565,1.177,7715.6923828125
566,1.178,7033.97509765625
567,1.180,3148.05395507813
568,1.183,566109.5625
569,1.186,15694.32421875
570,1.188,15199.28515625
571,1.189,6094.966796875
572,1.191,6391.0302734375
573,1.193,7178.8662109375
574,1.194,2297.29541015625
575,1.196,4525.02587890625
576,1.197,247.775772094727
577,1.199,88.7613067626953
578,1.202,611077.25
579,1.205,18313.8515625
580,1.207,20877.8984375
581,1.208,14928.9912109375
582,1.210,27289.16796875
583,1.212,19337.880859375
584,1.213,9422.265625
585,1.215,8782.9716796875
586,1.217,7027.47998046875
587,1.218,3204.54931640625
588,1.221,692098.125
589,1.224,4314.67529296875
590,1.226,302.417449951172
591,1.228,280.052215576172
592,1.229,7492.96826171875
593,1.231,6003.41796875
594,1.233,2043.32177734375
595,1.234,5431.8271484375
596,1.236,5566.845703125
597,1.237,5156.30322265625
598,1.240,902646.75
599,1.243,138347.953125
600,1.245,74084.8203125
601,1.247,31409.220703125
602,1.248,184300.1875
603,1.250,83998.421875
604,1.252,31645.701171875
605,1.253,6797.0009765625
606,1.255,6974.01708984375
607,1.257,5186.34912109375
608,1.259,997575.0625
609,1.263,1865.75317382813
610,1.264,202.552612304688
611,1.266,215.377807617188
612,1.268,6269.0947265625
613,1.269,4878.69091796875
614,1.271,2866.29736328125
615,1.273,5736.4326171875
616,1.274,4972.44482421875
617,1.276,2692.42919921875
618,1.279,981403.75
619,1.282,187024.640625
620,1.283,83446.59375
621,1.285,41521.3046875
622,1.287,9467.2685546875
623,1.288,6855.775390625
624,1.290,2493.34204101563
625,1.292,3334.89575195313
626,1.293,3075.91918945313
627,1.295,2683.18286132813
628,1.298,875948.1875
629,1.301,6422.68701171875
630,1.303,5394.611328125
631,1.304,3260.08642578125
632,1.306,4664.86572265625
633,1.308,4295.755859375
634,1.309,1586.19848632813
635,1.311,1120.55297851563
636,1.313,147.628967285156
637,1.314,89.2609786987305
638,1.317,740912.1875
639,1.320,107712.5390625
640,1.322,52785.50390625
641,1.323,23067.873046875
642,1.325,10048.701171875
643,1.327,6164.7705078125
644,1.328,2666.34423828125
645,1.330,9677.720703125
646,1.332,10627.138671875
647,1.333,10325.8955078125
648,1.336,624519.9375
649,1.339,87448.9609375
650,1.341,41181.3828125
651,1.343,14707.0966796875
652,1.344,3445.57446289063
653,1.346,3171.27124023438
654,1.348,2488.57177734375
655,1.349,980.43701171875
656,1.351,273.606781005859
657,1.353,635.781433105469
658,1.355,496316.6875
659,1.358,54768.79296875
660,1.360,26154.705078125
661,1.362,12873.2529296875
662,1.363,13530.919921875
663,1.365,13249.7431640625
664,1.367,9916.9521484375
665,1.368,4595.8447265625
666,1.370,2283.25146484375
667,1.372,1402.96459960938
668,1.374,424529.84375
669,1.378,7121.1533203125
670,1.379,7520.9169921875
671,1.381,4860.14013671875
672,1.383,2289.6796875
673,1.384,1585.30065917969
674,1.386,1326.34655761719
675,1.388,3872.61376953125
676,1.389,2080.4111328125
677,1.391,1667.513671875
678,1.394,369476.84375
679,1.397,20532.1875
680,1.398,12022.0966796875
681,1.400,5049.10498046875
682,1.402,7469.3671875
683,1.403,7405.49658203125
684,1.405,6097.25390625
685,1.407,3346.09741210938
686,1.408,2298.13256835938
687,1.410,685.645568847656
688,1.413,310614.59375
689,1.416,6233.98583984375
690,1.418,4921.755859375
691,1.419,5397.1005859375
692,1.421,1748.06567382813
693,1.423,1190.16491699219
694,1.424,849.955993652344
695,1.426,6021.2109375
696,1.428,3658.3212890625
697,1.429,1682.05895996094
698,1.432,283478.9375
699,1.435,10312.9296875
700,1.437,4853.29248046875
701,1.438,3785.26684570313
702,1.440,4283.9169921875
703,1.442,3940.80810546875
704,1.443,3424.63110351563
705,1.445,3166.4130859375
706,1.447,2077.88598632813
707,1.448,388.460418701172
708,1.451,273978.1875
709,1.454,7939.703125
710,1.456,7645.8544921875
711,1.458,5288.40869140625
712,1.459,2727.0009765625
713,1.461,2323.96044921875
714,1.463,1948.60913085938
715,1.464,3006.29614257813
716,1.466,300.053039550781
717,1.468,254.00959777832
718,1.470,319180.71875
719,1.474,11351.0791015625
720,1.475,15438.4482421875
721,1.477,20597.439453125
722,1.478,786.369201660156
723,1.480,890.790161132813
724,1.482,682.537658691406
725,1.483,3922.09204101563
726,1.485,2840.86352539063
727,1.487,1406.73693847656
728,1.489,618238.4375
729,1.493,26753.953125
730,1.494,26988.919921875
731,1.496,13604.9541015625
732,1.498,10487.6396484375
733,1.499,12220.900390625
734,1.501,9500.5224609375
735,1.503,11668.369140625
736,1.504,8637.95703125
737,1.506,7387.91162109375
738,1.509,1077394.875
739,1.512,254635.90625
740,1.514,262940.125
741,1.515,219349.390625
742,1.517,737.361572265625
743,1.518,986.687805175781
744,1.520,648.524291992188
745,1.522,3111.501953125
746,1.523,2299.9697265625
747,1.525,314.207885742188
748,1.528,1172871.5
749,1.531,16676.701171875
750,1.533,16365.3701171875
751,1.534,11645.5185546875
752,1.536,13123.736328125
753,1.538,14181.6875
754,1.539,5689.369140625
755,1.541,12186.453125
756,1.543,10406.3486328125
757,1.544,5825.34423828125
758,1.547,1008260.5
759,1.550,182702.109375
760,1.552,178635.625
761,1.554,151940.375
762,1.555,4304.28759765625
763,1.557,4695.39599609375
764,1.558,4212.931640625
765,1.560,2656.6259765625
766,1.562,754.620666503906
767,1.563,157.286285400391
768,1.566,828048.4375
769,1.569,19863.68359375
770,1.571,17596.380859375
771,1.573,9224.6728515625
772,1.574,6650.48291015625
773,1.576,7894.8212890625
774,1.578,4861.21044921875
775,1.579,9601.603515625
776,1.581,8262.9248046875
777,1.583,3019.2861328125
778,1.585,678103.5625
779,1.589,73809.5859375
780,1.590,81714.7421875
781,1.592,63163.8515625
782,1.594,10869.52734375
783,1.595,10605.87109375
784,1.597,5267.01123046875
785,1.598,30165.744140625
786,1.600,25836.671875
787,1.602,15133.5830078125
788,1.604,642930.8125
789,1.608,10097.359375
790,1.609,10744.2724609375
791,1.611,4654.427734375
792,1.613,3274.5166015625
793,1.614,2680.0966796875
794,1.616,1774.44677734375
795,1.618,4305.10693359375
796,1.619,3915.37622070313
797,1.621,3056.17846679688
798,1.624,649554.4375
799,1.627,77376.921875
800,1.629,66848.2421875
801,1.630,37241.3125
802,1.632,24607.19140625
803,1.634,24020.791015625
804,1.635,18992.349609375
805,1.637,6409.48828125
806,1.638,5144.0654296875
807,1.640,4747.095703125
808,1.643,622182
809,1.646,5695.48095703125
810,1.648,5952.7158203125
811,1.649,4103.416015625
812,1.651,5303.28173828125
813,1.653,4441.29833984375
814,1.654,2942.5078125
815,1.656,5555.1181640625
816,1.658,5392.451171875
817,1.659,2535.38720703125
818,1.662,532992.125
819,1.665,62689.609375
820,1.667,59950.46484375
821,1.669,27051.91015625
822,1.670,8208.1533203125
823,1.672,6280.78466796875
824,1.674,5331.25830078125
825,1.675,3270.44946289063
826,1.677,2660.0546875
827,1.679,2077.3203125
828,1.681,459166.59375
829,1.684,8472.775390625
830,1.686,8490.1513671875
831,1.688,6724.71044921875
832,1.689,12471.205078125
833,1.691,11921.904296875
834,1.693,8175.72216796875
835,1.694,3914.671875
836,1.696,2777.00146484375
837,1.698,1376.16162109375
838,1.700,451263.09375
839,1.704,30460.82421875
840,1.705,28384.5546875
841,1.707,13487.73046875
842,1.709,14269.1064453125
843,1.710,10898.9658203125
844,1.712,6263.861328125
845,1.714,829.880859375
846,1.715,252.023132324219
847,1.717,130.553695678711
848,1.720,459803.59375
849,1.723,10834.2548828125
850,1.724,10471.7568359375
851,1.726,7206.10498046875
852,1.728,10411.7060546875
853,1.729,9898.1298828125
854,1.731,6330.56689453125
855,1.733,3491.3173828125
856,1.734,126.142723083496
857,1.736,102.136108398438
858,1.739,481496.0625
859,1.742,29025.583984375
860,1.744,22064.177734375
861,1.745,9971.1416015625
862,1.747,12940.861328125
863,1.749,9639.3515625
864,1.750,4174.416015625
865,1.752,15143.0673828125
866,1.754,13040.6181640625
867,1.755,10867.3515625
868,1.758,495877
869,1.761,6066.4482421875
870,1.763,528.794921875
871,1.764,190.349304199219
872,1.766,6854.77294921875
873,1.768,6687.779296875
874,1.769,4982.814453125
875,1.771,7729.2900390625
876,1.773,6094.314453125
877,1.774,554.187133789063
878,1.777,505726.75
879,1.780,24970.685546875
880,1.782,18875.490234375
881,1.784,8503.0810546875
882,1.785,18161.04296875
883,1.787,17697.849609375
884,1.789,11483.2177734375
885,1.790,4253.404296875
886,1.792,3668.47607421875
887,1.794,2641.44555664063
888,1.796,485806.9375
889,1.799,5874.08740234375
890,1.801,629.644836425781
891,1.803,174.154968261719
892,1.804,7977.41357421875
893,1.806,6987.48681640625
894,1.808,4052.6279296875
895,1.809,3688.08276367188
896,1.811,3955.34033203125
897,1.813,2265.58032226563
898,1.815,406763.90625
899,1.819,16930.98046875
900,1.820,14524.3681640625
901,1.822,6741.34765625
902,1.824,10268.1328125
903,1.825,11310.8095703125
904,1.827,7350.0048828125
905,1.829,11052.0185546875
906,1.830,11208.0673828125
907,1.832,9333.4140625
908,1.835,367930.96875
909,1.838,3193.9345703125
910,1.839,562.092041015625
911,1.841,123.778129577637
912,1.843,5541.451171875
913,1.844,3931.52758789063
914,1.846,2922.48583984375
915,1.848,3359.3349609375
916,1.849,2227.26416015625
917,1.851,647.4970703125
918,1.854,394257.75
919,1.857,30514.9375
920,1.859,30081.228515625
921,1.860,21510.94921875
922,1.862,33852.20703125
923,1.864,32980.1875
924,1.865,24452.765625
925,1.867,8865.5927734375
926,1.869,7002.0673828125
927,1.870,4295.591796875
928,1.873,436526.40625
929,1.876,2380.09033203125
930,1.878,643.122497558594
931,1.880,121.496032714844
932,1.881,2310.63110351563
933,1.883,187.238159179688
934,1.885,324.359466552734
935,1.886,6066.4833984375
936,1.888,5773.869140625
937,1.889,4605.5107421875
938,1.892,401003.875
939,1.895,27358.82421875
940,1.897,25164.8515625
941,1.899,18850.078125
942,1.900,28989.673828125
943,1.902,21931.9375
944,1.904,17250.947265625
945,1.905,3639.171875
946,1.907,3815.03979492188
947,1.909,2101.78002929688
948,1.911,336301.375
949,1.915,2170.50366210938
950,1.916,195.432037353516
951,1.918,290.241363525391
952,1.920,1334.63293457031
953,1.921,435.787078857422
954,1.923,366.846740722656
955,1.925,2932.60986328125
956,1.926,3250.9150390625
957,1.928,1821.73669433594
958,1.931,271417.0625
959,1.934,10561.5947265625
960,1.935,10091.2392578125
961,1.937,7023.0673828125
962,1.939,9392.2138671875
963,1.940,9488.9697265625
964,1.942,7694.6591796875
965,1.944,2478.0927734375
966,1.945,426.081909179688
967,1.947,339.389465332031
968,1.950,310516.9375
969,1.953,15784.787109375
970,1.955,12759.2294921875
971,1.956,12209.4462890625
972,1.958,9633.9248046875
973,1.960,9678.5537109375
974,1.961,9540.576171875
975,1.963,1037.79711914063
976,1.965,230.974700927734
977,1.966,199.099578857422
978,1.969,521760.21875
979,1.972,7318.484375
980,1.974,678.362976074219
981,1.975,310.230560302734
982,1.977,34848.19921875
983,1.979,34571.375
984,1.980,37049.00390625
985,1.982,8012.96044921875
986,1.984,8002.7802734375
987,1.985,4904.37646484375
988,1.988,780161.0625
989,1.991,43032.66015625
990,1.993,42587.8671875
991,1.995,31698.037109375
992,1.996,8142.30859375
993,1.998,9029.1357421875
994,2.000,9384.6416015625
995,2.001,7293.78173828125
996,2.003,7057.08154296875
997,2.005,5297.88818359375
998,2.007,870266.9375
999,2.010,116703.4921875
1000,2.012,116022.03125
1001,2.014,101033.9375
1002,2.015,6239.84814453125
1003,2.017,761.348510742188
1004,2.019,273.767700195313
1005,2.020,4025.302734375
1006,2.022,4404.30078125
1007,2.024,2846.4697265625
1008,2.026,724797.4375
1009,2.030,8519.029296875
1010,2.031,6818.8681640625
1011,2.033,6787.18798828125
1012,2.035,16973.0703125
1013,2.036,17279.267578125
1014,2.038,12832.8916015625
1015,2.040,2991.28295898438
1016,2.041,2969.638671875
1017,2.043,2873.98266601563
1018,2.046,577888.5
1019,2.049,55798.5234375
1020,2.050,51928.40234375
1021,2.052,44031.48046875
1022,2.054,19293.017578125
1023,2.055,21335.599609375
1024,2.057,19047.5859375
1025,2.059,8777.1708984375
1026,2.060,7267.876953125
1027,2.062,3780.28466796875
1028,2.065,569965.9375
1029,2.068,3082.07421875
1030,2.070,3065.15234375
1031,2.071,2374.0625
1032,2.073,7405.603515625
1033,2.075,6639.9521484375
1034,2.076,4838.72021484375
1035,2.078,2882.56811523438
1036,2.080,283.291412353516
1037,2.081,239.959854125977
1038,2.084,576384.3125
1039,2.087,23360.26953125
1040,2.089,23491.890625
1041,2.090,22717.734375
1042,2.092,17712.87890625
1043,2.094,17136.859375
1044,2.095,14222.7197265625
1045,2.097,14815.4013671875
1046,2.099,17085.359375
1047,2.100,12580.8671875
