target_id	length	eff_length	est_counts	tpm
gene-B4U62_00800	399	122.869	606	54.2065
gene-B4U62_00805	540	261.436	708	29.7638
gene-B4U62_00810	363	90.7241	475	57.5428
gene-B4U62_00815	501	222.518	585	28.8942
gene-B4U62_00820	180	31.4447	43	15.0294
gene-B4U62_00825	441	163.134	639	43.0503
gene-B4U62_00830	1296	1017.41	2262	24.4352
gene-B4U62_00835	654	375.436	685	20.0528
gene-B4U62_00840	747	468.414	667	15.6501
gene-B4U62_00845	225	42.497	158	40.862
gene-B4U62_00850	219	41.3764	127	33.7343
gene-B4U62_00855	114	19.4797	29	16.362
gene-B4U62_00860	366	93.2612	416	49.0245
gene-B4U62_00865	396	120.096	774	70.8323
gene-B4U62_00870	945	666.414	2137	35.2436
gene-B4U62_00875	363	90.7241	1730	209.577
gene-B4U62_00880	846	567.414	14	0.271174
gene-B4U62_00885	831	552.414	36	0.716239
gene-B4U62_00890	798	519.414	43	0.909861
gene-B4U62_00895	744	465.414	162	3.82557
gene-B4U62_00900	438	160.183	3306	226.834
gene-B4U62_00905	393	117.277	2849	266.993
gene-B4U62_00910	768	489.414	1138	25.5556
gene-B4U62_00915	444	166.06	7	0.463291
gene-B4U62_00920	714	435.436	29	0.731971
gene-B4U62_00925	1059	780.414	4239	59.6978
gene-B4U62_00930	558	279.436	349	13.7266
gene-B4U62_00935	597	318.436	76	2.62308
gene-B4U62_00940	765	486.414	131	2.95996
rna-B4U62_00945	1555	1276.41	1642.98	14.1469
rna-B4U62_00950	2933	2654.41	2683.36	11.1104
rna-B4U62_00955	116	20.0943	1.77778	0.972353
rna-B4U62_00960	75	24.9412	0.502008	0.221215
rna-B4U62_00965	73	26.0667	4	1.68653
rna-B4U62_00970	75	24.9412	43.75	19.2789
rna-B4U62_00975	77	23.1	36.75	17.485
rna-B4U62_00980	77	23.1	17.3333	8.2469
rna-B4U62_00985	76	24.5556	30.3267	13.5736
rna-B4U62_00990	1555	1276.41	98.2252	0.845769
rna-B4U62_00995	2933	2654.41	2683.36	11.1104
rna-B4U62_01000	116	20.0943	1.77778	0.972353
rna-B4U62_01005	1555	1276.41	98.2252	0.845769
rna-B4U62_01010	2933	2654.41	2683.36	11.1104
rna-B4U62_01015	116	20.0943	1.77778	0.972353
gene-B4U62_01020	237	44.817	39	9.56405
gene-B4U62_01025	1437	1158.41	405	3.84248
gene-B4U62_01030	921	642.414	300	5.13247
gene-B4U62_01035	753	474.414	398	9.22032
gene-B4U62_01040	1011	732.414	775	11.6296
gene-B4U62_01045	1005	726.414	1893	28.6409
gene-B4U62_01050	954	675.414	6483	105.494
gene-B4U62_01055	1590	1311.41	559	4.68481
gene-B4U62_01060	1245	966.414	54	0.614117
gene-B4U62_01065	1929	1650.41	41	0.273031
gene-B4U62_01070	1326	1047.41	29	0.304299
gene-B4U62_01075	1368	1089.41	26	0.262301
gene-B4U62_01080	852	573.414	8	0.153335
gene-B4U62_01085	915	636.414	31	0.535355
gene-B4U62_01090	483	204.562	11	0.591002
gene-B4U62_01095	456	177.845	67	4.1405
rna-B4U62_01100	75	24.9412	419.952	185.056
rna-B4U62_01105	76	24.5556	3.86029	1.72779
rna-B4U62_01110	73	26.0667	0	0
rna-B4U62_01115	85	21.5484	27.5	14.0261
rna-B4U62_01120	75	24.9412	106.019	46.7181
gene-B4U62_01125	564	285.436	1619	62.3388
gene-B4U62_01130	627	348.436	2208	69.646
gene-B4U62_01135	822	543.414	3670	74.2259
gene-B4U62_01140	1452	1173.41	1525	14.2836
gene-B4U62_01145	1347	1068.41	1675	17.2304
gene-B4U62_01150	1803	1524.41	40502	292.007
gene-B4U62_01155	912	633.414	108	1.87394
gene-B4U62_01160	636	357.436	21	0.645715
gene-B4U62_01165	540	261.436	87	3.65741
gene-B4U62_01170	1518	1239.41	54	0.478848
gene-B4U62_01175	2616	2337.41	48	0.225697
gene-B4U62_01180	528	249.436	9	0.396555
gene-B4U62_01185	291	58.8637	9	1.68041
gene-B4U62_01190	375	101.172	83	9.01653
gene-B4U62_01195	303	61.7571	401	71.3637
gene-B4U62_01200	1173	894.414	527	6.47578
gene-B4U62_01205	315	65.4523	14	2.35084
gene-B4U62_01210	168	28.9357	25	9.49567
gene-B4U62_01215	1233	954.414	9	0.10364
gene-B4U62_01220	1491	1212.41	97	0.879308
gene-B4U62_01225	720	441.436	32	0.796714
gene-B4U62_01230	1344	1065.41	21	0.216631
gene-B4U62_01235	516	237.472	3	0.138844
gene-B4U62_01240	426	148.498	90	6.66106
gene-B4U62_01245	978	699.414	41	0.644273
gene-B4U62_01250	672	393.436	18	0.502827
gene-B4U62_01255	963	684.414	26	0.417518
gene-B4U62_01260	264	51.625	33	7.02545
gene-B4U62_01265	771	492.414	111	2.4775
gene-B4U62_01270	858	579.414	958	18.1718
gene-B4U62_01275	1185	906.414	79	0.957901
gene-B4U62_01280	1389	1110.41	250	2.47443
gene-B4U62_01285	249	47.9245	2	0.458662
gene-B4U62_01290	192	35.2055	0	0
gene-B4U62_01295	804	525.414	53	1.10865
gene-B4U62_01300	1254	975.414	175	1.97183
gene-B4U62_01305	261	50.5923	3333	724.055
gene-B4U62_01310	1620	1341.41	2861	23.441
gene-B4U62_01315	882	603.414	46	0.837843
gene-B4U62_01320	1335	1056.41	85	0.884311
gene-B4U62_01325	189	34.2832	0	0
gene-B4U62_01330	249	47.9245	20	4.58662
gene-B4U62_01335	918	639.414	30	0.515655
gene-B4U62_01340	1251	972.414	136	1.53712
gene-B4U62_01345	285	57.1654	36	6.92133
gene-B4U62_01350	912	633.414	452	7.8428
gene-B4U62_01355	2199	1920.41	467	2.67265
gene-B4U62_01360	921	642.414	56	0.958061
gene-B4U62_01365	828	549.414	59	1.18025
gene-B4U62_01370	1155	876.414	236	2.95953
gene-B4U62_01375	942	663.414	1405	23.2762
gene-B4U62_01380	399	122.869	369	33.0069
gene-B4U62_01385	891	612.414	411	7.37593
gene-B4U62_01390	534	255.436	499	21.4703
gene-B4U62_01395	489	210.562	241	12.5794
gene-B4U62_01400	792	513.414	704	15.0704
gene-B4U62_01405	279	55.7182	45	8.87638
gene-B4U62_01410	1341	1062.41	198	2.04829
gene-B4U62_01415	888	609.414	359	6.47444
gene-B4U62_01420	969	690.414	5018	79.8806
gene-B4U62_01425	1245	966.414	136	1.54666
gene-B4U62_01430	1896	1617.41	34	0.231035
gene-B4U62_01435	750	471.414	198	4.61618
gene-B4U62_01440	708	429.436	69	1.76592
gene-B4U62_01445	276	54.9564	35	6.99955
gene-B4U62_01450	1071	792.414	14	0.194176
gene-B4U62_01455	1413	1134.41	93	0.901014
gene-B4U62_01460	948	669.414	102	1.67466
gene-B4U62_01465	114	19.4797	0	0
gene-B4U62_01470	1437	1158.41	10	0.094876
gene-B4U62_01475	984	705.414	0	0
gene-B4U62_01480	1233	954.414	112	1.28974
gene-B4U62_01485	945	666.414	38	0.6267
gene-B4U62_01490	189	34.2832	0	0
gene-B4U62_01495	927	648.414	1	0.0169499
gene-B4U62_01500	1467	1188.41	4	0.0369924
gene-B4U62_01505	1368	1089.41	43	0.433806
gene-B4U62_01510	1368	1089.41	0	0
gene-B4U62_01515	702	423.436	78	2.02454
gene-B4U62_01520	1533	1254.41	20	0.17523
gene-B4U62_01525	921	642.414	2317	39.6398
gene-B4U62_01530	162	27.4787	4	1.59987
gene-B4U62_01535	939	660.414	6	0.0998517
gene-B4U62_01540	681	402.436	22	0.600822
gene-B4U62_01545	936	657.414	10	0.167179
gene-B4U62_01550	924	645.414	26	0.442747
gene-B4U62_01555	687	408.436	60	1.61453
gene-B4U62_01560	387	111.702	170	16.7267
gene-B4U62_01565	429	151.377	4	0.290416
gene-B4U62_01570	732	453.414	61	1.47862
gene-B4U62_01575	177	31.0373	0	0
gene-B4U62_01580	1752	1473.41	31	0.231237
gene-B4U62_01585	213	40.7446	1	0.269743
gene-B4U62_01590	729	450.414	216	5.27062
gene-B4U62_01595	648	369.436	196	5.83092
gene-B4U62_01600	1113	834.414	146	1.92305
gene-B4U62_01605	1440	1161.41	115	1.08826
gene-B4U62_01610	567	288.436	88	3.35315
gene-B4U62_01615	1128	849.414	35	0.452865
gene-B4U62_01620	639	360.436	6	0.182955
gene-B4U62_01625	384	109.118	36	3.62598
gene-B4U62_01630	1077	798.414	692	9.52573
gene-B4U62_01635	957	678.414	93	1.50664
gene-B4U62_01640	702	423.436	539	13.9901
gene-B4U62_01645	741	462.414	15	0.356517
gene-B4U62_01650	1161	882.414	13	0.161917
gene-B4U62_01655	933	654.414	266	4.46734
gene-B4U62_01660	1065	786.414	162	2.26404
gene-B4U62_01665	1419	1140.41	56	0.539692
gene-B4U62_01670	129	21.0491	0	0
gene-B4U62_01675	1362	1083.41	62	0.628952
gene-B4U62_01680	504	225.496	73	3.55799
gene-B4U62_01685	1122	843.414	2149	28.0037
gene-B4U62_01690	777	498.414	62	1.36717
gene-B4U62_01695	1686	1407.41	200	1.56181
gene-B4U62_01700	960	681.414	4524	72.9679
gene-B4U62_01705	696	417.436	48	1.26378
gene-B4U62_01710	843	564.414	76	1.47991
gene-B4U62_01715	996	717.414	82	1.25622
gene-B4U62_01720	599	320.436	209	7.16845
gene-B4U62_01725	582	303.436	385	13.9448
gene-B4U62_01730	579	300.436	556	20.3396
gene-B4U62_01735	774	495.414	1295	28.7291
gene-B4U62_01740	1614	1335.41	137	1.12752
gene-B4U62_01745	1092	813.414	130	1.75652
gene-B4U62_01750	1203	924.414	1067	12.6858
gene-B4U62_01755	247	47.3116	91	21.1395
gene-B4U62_01760	1173	894.414	15	0.18432
gene-B4U62_01765	303	61.7571	221	39.3301
gene-B4U62_01770	1257	978.414	1786	20.0622
gene-B4U62_01775	849	570.414	363	6.99418
gene-B4U62_01780	882	603.414	531	9.67162
gene-B4U62_01785	1152	873.414	77	0.968927
gene-B4U62_01790	1434	1155.41	259	2.46367
gene-B4U62_01795	582	303.436	129	4.67243
gene-B4U62_01800	1980	1701.41	339	2.18983
gene-B4U62_01805	966	687.414	2929	46.8297
gene-B4U62_01810	1626	1347.41	1521	12.4065
gene-B4U62_01815	1539	1260.41	66	0.575508
gene-B4U62_01820	465	186.709	92	5.41557
gene-B4U62_01825	630	351.436	29	0.906926
gene-B4U62_01830	762	483.414	30	0.68206
gene-B4U62_01835	1341	1062.41	33	0.341382
gene-B4U62_01840	597	318.436	4	0.138057
gene-B4U62_01845	819	540.414	2381	48.4232
gene-B4U62_01850	594	315.436	110	3.83267
gene-B4U62_01855	186	33.2281	1	0.330762
gene-B4U62_01860	561	282.436	428	16.655
gene-B4U62_01865	762	483.414	26	0.591118
gene-B4U62_01870	975	696.414	50	0.789083
gene-B4U62_01875	957	678.414	33	0.534613
gene-B4U62_01880	783	504.414	15	0.326832
gene-B4U62_01885	912	633.414	180	3.12324
gene-B4U62_01890	1548	1269.41	627	5.42856
gene-B4U62_01895	1422	1143.41	128	1.23034
gene-B4U62_01900	1236	957.414	1234	14.1656
gene-B4U62_01905	858	579.414	246	4.66623
gene-B4U62_01910	885	606.414	127	2.30173
gene-B4U62_01915	855	576.414	78	1.48724
gene-B4U62_01920	1011	732.414	37	0.55522
gene-B4U62_01925	1452	1173.41	1727	16.1756
gene-B4U62_01930	321	66.9676	961	157.717
gene-B4U62_01935	2418	2139.41	5107	26.2356
gene-B4U62_01940	2133	1854.41	23	0.136314
gene-B4U62_01945	2316	2037.41	20	0.107887
gene-B4U62_01950	1206	927.414	16	0.189612
gene-B4U62_01955	915	636.414	114	1.96873
gene-B4U62_01960	585	306.436	40	1.43463
gene-B4U62_01965	186	33.2281	34	11.2459
gene-B4U62_01970	1194	915.414	493	5.91902
gene-B4U62_01975	681	402.436	561	15.321
gene-B4U62_01980	864	585.414	234	4.39312
gene-B4U62_01985	456	177.845	945	58.3996
gene-B4U62_01990	333	71.9283	74	11.3071
gene-B4U62_01995	1434	1155.41	1565	14.8867
gene-B4U62_02000	399	122.869	523	46.7822
gene-B4U62_02005	444	166.06	30	1.98553
gene-B4U62_02010	1722	1443.41	691	5.26147
gene-B4U62_02015	558	279.436	28	1.10127
gene-B4U62_02020	633	354.436	19	0.589164
gene-B4U62_02025	363	90.7241	87	10.5394
gene-B4U62_02030	10764	10485.4	459.927	0.482085
gene-B4U62_02035	10752	10473.4	532.073	0.558346
gene-B4U62_02040	3828	3549.41	386	1.19523
gene-B4U62_02045	729	450.414	353	8.61357
gene-B4U62_02050	1227	948.414	129	1.4949
gene-B4U62_02055	558	279.436	547	21.5142
gene-B4U62_02060	939	660.414	35	0.582468
gene-B4U62_02065	1335	1056.41	60	0.62422
gene-B4U62_02070	675	396.436	325	9.01012
gene-B4U62_02075	648	369.436	199	5.92017
gene-B4U62_02080	744	465.414	473	11.1697
gene-B4U62_02085	705	426.436	131	3.37627
gene-B4U62_02090	807	528.414	642	13.3531
gene-B4U62_02095	873	594.414	130	2.40367
gene-B4U62_02100	615	336.436	6	0.196006
gene-B4U62_02105	1422	1143.41	23	0.221078
gene-B4U62_02110	228	42.9402	0	0
gene-B4U62_02115	465	186.709	24	1.41276
gene-B4U62_02120	846	567.414	48	0.92974
gene-B4U62_02125	1479	1200.41	162	1.48322
gene-B4U62_02130	1755	1476.41	37	0.275432
gene-B4U62_02135	222	42.2081	1	0.26039
gene-B4U62_02140	1635	1356.41	6	0.048616
gene-B4U62_02145	1224	945.414	7	0.081376
gene-B4U62_02150	1122	843.414	26	0.338807
gene-B4U62_02155	681	402.436	4	0.10924
gene-B4U62_02160	1461	1182.41	8	0.0743602
gene-B4U62_02165	684	405.436	140	3.79512
gene-B4U62_02170	1422	1143.41	287	2.75866
gene-B4U62_02175	1149	870.414	610	7.70237
gene-B4U62_02180	123	21.6377	28	14.2222
gene-B4U62_02185	90	22.2632	8	3.94933
gene-B4U62_02190	114	19.4797	19	10.7199
gene-B4U62_02195	1365	1086.41	312	3.15631
gene-B4U62_02200	951	672.414	4847	79.224
gene-B4U62_02205	948	669.414	1210	19.866
gene-B4U62_02210	759	480.414	784	17.9358
gene-B4U62_02215	954	675.414	3294	53.6011
gene-B4U62_02220	1419	1140.41	154	1.48415
gene-B4U62_02225	879	600.414	82	1.50101
gene-B4U62_02230	750	471.414	365	8.50963
gene-B4U62_02235	288	57.6385	123	23.4538
gene-B4U62_02240	315	65.4523	2601	436.753
gene-B4U62_02245	1440	1161.41	23	0.217651
gene-B4U62_02250	1311	1032.41	5	0.0532275
gene-B4U62_02255	1389	1110.41	2397	23.7248
gene-B4U62_02260	864	585.414	23	0.431802
gene-B4U62_02265	786	507.414	33	0.714779
gene-B4U62_02270	615	336.436	1699	55.5023
gene-B4U62_02275	1626	1347.41	2371	19.3397
gene-B4U62_02280	573	294.436	3444	128.556
gene-B4U62_02285	354	83.1148	322	42.5792
gene-B4U62_02290	1437	1158.41	31	0.294116
gene-B4U62_02295	432	154.285	1	0.0712355
gene-B4U62_02300	1122	843.414	67	0.873081
gene-B4U62_02305	1065	786.414	41	0.572998
gene-B4U62_02310	564	285.436	25	0.962612
gene-B4U62_02315	609	330.436	269	8.94716
gene-B4U62_02320	393	117.277	1816	170.186
gene-B4U62_02325	165	28.3781	39	15.1043
gene-B4U62_02330	750	471.414	327	7.62369
gene-B4U62_02335	774	495.414	724	16.0617
gene-B4U62_02340	1215	936.414	105	1.23237
gene-B4U62_02345	774	495.414	196	4.34819
gene-B4U62_02350	723	444.414	77	1.90425
gene-B4U62_02355	1008	729.414	78	1.17528
gene-B4U62_02360	753	474.414	30	0.694999
gene-B4U62_02365	642	363.436	79	2.38902
gene-B4U62_02370	246	47.0882	264	61.6186
gene-B4U62_02375	288	57.6385	105	20.0215
gene-B4U62_02380	2007	1728.41	418	2.65796
gene-B4U62_02385	903	624.414	1395	24.554
gene-B4U62_02390	2085	1806.41	211	1.28376
gene-B4U62_02395	1512	1233.41	493	4.39297
gene-B4U62_02400	546	267.436	926	38.0549
gene-B4U62_02405	861	582.414	370	6.98217
gene-B4U62_02410	504	225.496	532	25.9295
gene-B4U62_02415	552	273.436	22	0.884274
gene-B4U62_02420	423	145.623	9148	690.425
gene-B4U62_02425	810	531.414	1871	38.6956
gene-B4U62_02430	291	58.8637	1213	226.482
gene-B4U62_02435	435	157.238	113	7.89842
gene-B4U62_02440	2184	1905.41	1416	8.1676
gene-B4U62_02445	1089	810.414	198	2.68521
gene-B4U62_02450	852	573.414	47	0.900844
gene-B4U62_02455	1710	1431.41	18	0.138206
gene-B4U62_02460	1263	984.414	11	0.12281
gene-B4U62_02465	2112	1833.41	28	0.167849
gene-B4U62_02470	1824	1545.41	185	1.31567
gene-B4U62_02475	450	171.95	1	0.0639174
gene-B4U62_02480	1725	1446.41	1576	11.9752
gene-B4U62_02485	199	37.2176	4	1.18122
gene-B4U62_02490	267	52.2903	2817	592.088
gene-B4U62_02495	1278	999.414	265	2.91421
gene-B4U62_02500	258	49.7742	523	115.483
gene-B4U62_02505	453	174.881	22	1.38262
gene-B4U62_02510	819	540.414	34	0.691469
gene-B4U62_02515	372	98.548	3053	340.486
gene-B4U62_02520	342	75.4851	27	3.93118
gene-B4U62_02525	360	88.1615	50	6.23321
gene-B4U62_02530	822	543.414	875	17.6969
gene-B4U62_02535	1053	774.414	169	2.39847
gene-B4U62_02540	1608	1329.41	23	0.190146
gene-B4U62_02545	681	402.436	11	0.300411
gene-B4U62_02550	1266	987.414	67	0.745754
gene-B4U62_02555	1053	774.414	1062	15.072
gene-B4U62_02560	927	648.414	84	1.42379
gene-B4U62_02565	741	462.414	160	3.80285
gene-B4U62_02570	336	73.39	19788	2963.37
gene-B4U62_02575	1146	867.414	784	9.93368
gene-B4U62_02580	180	31.4447	278	97.1669
gene-B4U62_02585	165	28.3781	353	136.714
gene-B4U62_02590	873	594.414	1351	24.9797
gene-B4U62_02595	321	66.9676	13512	2217.56
gene-B4U62_02600	1065	786.414	4492	62.7782
gene-B4U62_02605	1374	1095.41	351	3.52167
gene-B4U62_02610	188	34.0056	165	53.3279
gene-B4U62_02615	1536	1257.41	6295	55.0222
gene-B4U62_02620	480	201.562	303	16.5217
gene-B4U62_02625	1482	1203.41	274	2.50239
gene-B4U62_02630	600	321.436	538	18.3953
gene-B4U62_02635	366	93.2612	35	4.12465
gene-B4U62_02640	1017	738.414	182	2.70889
gene-B4U62_02645	1170	891.414	470	5.7948
gene-B4U62_02650	282	56.1541	571	111.757
gene-B4U62_02655	351	80.8597	1061	144.213
gene-B4U62_02660	825	546.414	1650	33.1881
gene-B4U62_02665	366	93.2612	4	0.471389
gene-B4U62_02670	402	125.674	8	0.699626
gene-B4U62_02675	1008	729.414	175	2.63684
gene-B4U62_02680	330	70.409	2245	350.436
gene-B4U62_02685	483	204.562	1227	65.9236
gene-B4U62_02690	789	510.414	5050	108.74
gene-B4U62_02695	600	321.436	2870	98.1313
gene-B4U62_02700	239	45.4581	0	0
gene-B4U62_02705	294	59.7663	0	0
gene-B4U62_02710	441	163.134	69	4.64862
gene-B4U62_02715	444	166.06	100	6.61844
gene-B4U62_02720	2160	1881.41	389	2.2724
gene-B4U62_02725	453	174.881	1091	68.5652
rna-B4U62_02730	75	24.9412	124.498	54.8613
rna-B4U62_02735	91	21.6341	243.716	123.813
rna-B4U62_02740	72	25.0667	0.00956521	0.0041939
rna-B4U62_02745	75	24.9412	122.981	54.193
rna-B4U62_02750	76	24.5556	109	48.7862
rna-B4U62_02755	82	22.3462	340.906	167.669
rna-B4U62_02760	87	21	165	86.3545
gene-B4U62_02765	1107	828.414	113	1.49917
gene-B4U62_02770	510	231.496	39	1.85158
gene-B4U62_02775	384	109.118	64	6.44619
gene-B4U62_02780	195	36.1421	1	0.304093
gene-B4U62_02785	261	50.5923	8	1.7379
gene-B4U62_02790	261	50.5923	48	10.4274
gene-B4U62_02795	381	106.449	2	0.206494
